date,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe,Malawi
2022-02,12765.556494715553,0.9878943499600312,11.669264308540177,1.999236884697718,0.0,4.401516545341582,0.0,0.0,18.57995916267176,0.0,2.9786170855939056,0.0,6.096919550756028,0.0,0.4939471749800156,0.0,37.0622387352698,140.64154868642566,258.9912706864665,17.6887083757844,0.0,185.462059224445,0.0,654.6472793296717,2237.948429881172,12.4515257951554,105.8515496834447,0.0,0.0,0.0,34.334615261699824,1205.97313094146,153.1696890126328,33.207175970949905,2.512553529105766,5.624978439538564,2291.48743794689,0.0,16.87493531861569,0.0,8.5138600740888,47.43019435662423,13.540237116477805,183.5935247822167,0.0,0.0,25.232798989667792,4.498494478580909,430.195621358536,21.904543878250347,24.22786559873231,128.48196189439585,2245.067266126844,0.0,3.678875414607174,0.0,0.0,132.7713187130851,98.51964714618396,0.0,0.1409523809523809,0.0,5.426666666666667,0.0,0.0,6.776022366930139,34.89835540539818,0.0,372.4614022646289,0.0,0.0,901.3209013613964,0.0,10.92397993757628,203.6977773375492,1374.5216185444835,1.2333333333333332,0.0,0.0,18.645740671661805,2849.3643238204654,1051.4586146372149,0.0,73.42589920424118,0.0,34.839879650661324,6.295425424506185,18.07886540303303,44.56610180969518,0.0,0.0,0.0,8.573613179021823,13.750243049267445,0.0,0.0,0.0,0.4216017095714398,0.0,432.27241248323617,158.93829406059055,331.9354317931143,0.0,0.0,693.6278655944342,0.0,545.0423681057782,4.265456077259898,15.58382100607843,17.710156344569373,0.0,0.0,62.50251693907687,11.274029000249072,88.60042982587379,54.50958901393753,6.398184115889848,0.0,1.0004741364809933,0.0,10.00883537244034,7601.158454565078,4.984621764931502,1.686406838285759,0.0
2022-03,10626.568193712092,2.7311159087859647,3.976347733427702,1.126936093635314,0.0,5.771764561287363,0.0,0.0,8.75407188867317,0.0,10.971649775558792,0.0,4.757745798235915,0.0,1.3655579543929823,0.0,4.572141967606825,372.3816933672721,223.21325577248905,31.098552102778942,0.0,2040.5383940565105,0.0,662.5631406793855,2327.958378451298,1.6623740636896749,166.20151301481053,0.0,0.0,0.0,4.464240012850563,1489.8379849980352,74.87201676289914,24.90256225558538,8.215397388656863,0.7576418202855808,2004.105238133056,0.0,2.2729254608567424,0.0,4.636026091214723,5.372140143775791,14.699942822802036,24.776552979272505,0.0,0.0,20.39923020801897,23.54092523054726,166.97278527557245,116.62424037570662,6.684399756062471,199.3876804047545,894.6243885392053,0.0,32.14184623821663,0.0,0.0,78.17676076786384,114.6567843536084,0.0,0.0,0.0,22.101333333333336,0.0,0.0,3.291535839039996,51.93244481186966,0.0,7874.471576847261,0.0,0.0,838.0957284447385,0.0,27.31896211139449,250.753103479375,1457.6239566041163,1.9733333333333327,0.0,0.0,12.960127953516508,232.1787320142242,1197.3891340799091,0.0,1030.1234444440272,0.0,46.07867981562421,3.7151953310334216,29.18768026926944,48.5358794132888,0.0,0.0,0.0,12.839828817298578,9.74906158230143,2.762666666666666,0.0,0.0,0.369358642375689,0.0,825.0094487657246,121.87358218205836,321.4854139769975,0.0,0.0,179.00754100229088,0.0,536.7051399528318,3.945516697242386,16.69602265921314,16.78500821670089,0.0,0.0,0.8008683900790536,14.916826623269245,11.200150923801036,39.64527089824338,5.918275045863579,0.0,37.85115774589687,0.0,5.593482891311342,10254.7393957321,2.549840849833656,1.4774345695027562,0.0
2022-04,11894.099193336497,1.829198794412345,16.231340226683212,2.073943411416012,0.0,41.89499824046706,0.0,0.0,8.024616218699439,0.0,4.200205630842612,0.0,0.6100430747039748,0.0,0.9145993972061728,0.0,2.561494687282797,300.3158946278902,331.38703119209106,32.561712515256445,0.0,76.9577822567298,0.0,332.7186819313169,1558.5374751434715,0.7866096248809555,81.26631352611479,0.0,0.0,0.0,7.342207010174494,1249.2337120604743,518.6387625652042,31.43661445946221,49.93907578129773,4.58798792464092,2874.027256213385,0.0,13.76396377392276,0.0,13.695563397364808,16.356371442108635,12.0298946696304,81.23521775997828,0.0,0.0,12.90096963228866,23.51456699672648,145.79232636957187,8.488472094954034,14.992141196822704,154.43861091652013,6913.152312220001,0.0,1.865437209327368,0.0,0.0,53.65774926619139,231.53185475253332,0.0,0.0,0.0,12.933631142695862,0.0,0.0,107.09302775347412,56.3695138821603,0.0,424.0678527766196,0.0,0.0,1294.8584278673966,0.0,17.1446181168902,128.0203990467223,607.710143910253,0.4933333333333333,0.0,0.0,14.859273807737628,1011.5804292889196,968.2735108669352,0.0,952.3958601545056,0.0,224.8904860293445,7.6889885045478685,121.0564728055742,33.16033651588048,0.0,0.0,0.0,20.637493833407376,13.15164025089584,2.0672768003219346,0.0,0.0,3.0550839623546944,0.0,429.2086717503768,111.88188033034233,81.76894599193798,0.0,0.0,45.83954087676498,0.0,511.6668827450064,7.110341790928629,31.05009696941049,16.73287639240345,0.0,0.0,0.2096479058910638,38.64835503139021,36.83781544260197,37.995078880543495,10.665512686392944,0.0,3.2247094366413336,0.0,12.201201544644215,9330.067323901938,2.3429285565487,12.220335849418776,0.0
2022-05,28375.42828778172,2.6527866180351944,3.1131279002521635,11.822450574172214,0.0,6.009577236235375,0.0,0.0,7.37666111634387,0.0,4.758974600161526,0.0,6.4340040603252495,0.0,1.3263933090175972,0.0,38.87696743980047,168.81007435642454,517.2436240333584,20.23702598483028,0.0,2167.3968580978667,0.0,399.851852066722,1529.4118657700126,25.38605046349025,50.47963229752729,0.0,0.0,0.0,75.80509797635752,1572.818871555829,85.21755329945312,59.23691006232629,4.2032,3.032340575033877,7939.693639532307,0.0,9.097021725101632,0.0,2.1732374099322262,14.81598952924146,2.525613698841536,36.39779797116957,0.0,0.0,129.77138402608756,2.3252491155009154,199.91837578900663,6.418922804109676,19.35180024282829,118.48304195050544,671.5241203229468,0.0,12.138917924254775,0.0,0.0,160.208684585978,713.9108648874798,0.0,0.0,0.0,4.593440410406712,0.0,0.0,11.14142112875933,23.693666145100924,0.0,364.2376968702814,0.0,0.0,1368.393597837348,0.0,14.166328887716103,200.01357085219,988.1106969209116,1.5128888888888894,0.0,0.0,6.165339093034536,566.1150122027674,1774.5778764767465,0.0,639.4328689052157,0.0,56.03361986060168,0.8498319711901214,4.06445656360671,52.84685283454761,0.0,0.0,0.0,8.687945754652535,21.40247928401769,4.865902115294393,0.0,0.0,0.4274705775088994,0.0,620.1825732575951,112.35479461751052,104.23220285170744,0.0,0.0,345.8361127337761,0.0,505.5970471021544,6.889455228042046,61.90866733326075,23.364234106718424,0.0,0.0,1.2676037920889178,85.63543482002208,24.39883658297473,42.05923665519998,10.334182842063068,0.0,6.982000512339447,0.0,13.870459651269176,18232.185071733737,5.541244372528083,1.7098823100355975,0.0
2022-06,29583.87917855927,4.4481729977254805,4.239605244636718,1.002854816853238,0.0,35.433458277235445,0.0,0.0,8.651468712375165,0.0,3.076635462060445,0.0,6.1682758183767685,0.0,2.22408649886274,0.0,9.821976108986924,426.7621769951047,1070.9970418625016,83.98215184233297,0.0,108.37627602937282,0.0,378.6173041434742,3505.0549825399817,6.300142221094095,59.29094430765222,0.0,0.0,0.0,5.251664400729764,1130.9619585179066,38.049341805697495,14.044848345260952,3.692649954432546,2.844007186077177,679.9910617772647,0.0,8.53202155823153,0.0,48.47973929313046,4.632193065223025,5.152017552092117,10.5784558834066,0.0,0.0,33.50197855387815,2.279822986746159,404.4903810632413,12.46993735151303,17.586089092800535,641.9270411412401,1662.941004094676,0.0,9.696029714100966,0.0,0.0,63.82118081254215,776.5742360580316,0.0,0.1644444444444444,0.0,3.453333333333333,0.0,0.0,0.2478875232915221,128.30988107872744,0.0,181.358442324078,0.0,0.0,1464.6112636148728,0.0,135.8411776819081,125.460826338197,674.176256109729,0.9866666666666666,0.0,0.0,11.332700925066852,1843.9461780090776,1359.5599196730475,0.0,101.9805260802006,0.0,26.39559565360158,3.128222523657973,3.324521519217723,39.63833163763218,0.0,0.0,0.0,4.747560349135866,7.463098199776841,2.0538775510204084,0.0,0.0,0.3534093106746764,0.0,510.26104825949983,1211.2728982974868,180.9850502279224,0.0,0.0,174.0558372396125,0.0,676.6862070361553,11.183531528930764,57.38278759036518,13.888934021024284,0.0,0.0,1.4091750614905476,26.97213399765828,16.282781739892005,45.87733516795908,16.775297293396147,0.0,14.8,0.0,10.672674371108876,1879.8333311250783,7.7036938903053,1.4136372426987056,0.0
2022-07,27987.249341071853,46.4664519537543,6.596751764695057,2.644804796830585,0.0,7.898471354614408,0.0,0.0,29.614664320808217,0.0,6.754597758159799,0.0,5.402287449279042,0.0,23.23322597687715,0.0,14.413269572989751,116.30620742377788,355.46625194360826,31.34351438968184,0.0,208.6619668716937,0.0,275.0547741952946,2761.535225623181,9.01265408994531,78.0488252439825,0.0,0.0,0.0,9.478796345072755,1375.5813847532822,45.75575691639534,18.80006587946407,2.447692307692307,1.846612020076262,357.8695870449769,0.0,5.539836060228786,0.0,33.0260109828133,5.351238360763936,16.41722567630741,14.31445201254316,0.0,0.0,35.96668984545971,6.544675511301998,267.02895458603086,8.264567494619056,9.189165692891777,230.2512146365449,7052.254364422628,0.0,5.998434551987541,0.0,0.0,102.60007512009874,548.674550525807,0.0,3.7306616921540434,0.0,6.117270807712246,0.0,0.0,1.1208659193052335,59.686295483767175,0.0,722.546022288327,0.0,0.0,1697.1318705093113,0.0,135.92410791976133,165.62612735809927,548.2265168592055,2.4666666666666663,0.0,0.0,12.857975089639176,1853.4320737063988,2244.063983072788,0.0,97.90030435131692,0.0,1887.4473969524167,4.60158607967742,25.79284500364736,43.09985999580233,0.0,0.0,0.0,9.227747854531694,9.062518215840102,0.0,0.0,0.0,0.2317264528045605,0.0,495.85886462987605,3439.0069492823936,88.975401402233,0.0,0.0,376.4038954555928,0.0,548.5989923896346,14.662777539976894,23.913562441566704,17.05876291964539,0.0,0.0,0.2128800261523373,179.78686520143708,12.504004882525088,45.11739461569603,21.99416630996534,0.0,0.0,0.0,14.441541661911124,13632.118976584434,1.6225342978620996,0.9269058112182422,0.0
2022-08,26792.20773215183,1.7481113254034868,7.412286730373466,2.53241773696105,0.0,5.495510378390796,0.0,0.0,10.096396921478894,0.0,10.921203648648367,0.0,3.4362343533684827,0.0,0.8740556627017434,0.0,13.871641635802677,351.2881756960916,233.5240045469332,34.70688474620003,0.0,5953.303849266576,0.0,355.6411690728342,1554.51044903153,7.516132217386305,53.71604891012829,0.0,0.0,0.0,25.58630061386908,1341.0345626281464,163.54201464377115,63.96146446096513,11.484716158596727,2.8780995440863686,191.898779342723,0.0,8.634298632259107,0.0,43.4690171485843,6.648267790164921,44.90440709131754,9.263572277970368,0.0,0.0,25.28638587087578,2.481284387180366,95.09063699408676,16.608690967597152,29.892683039074825,193.740125842059,4723.503177020847,0.0,5.704254519382657,0.0,0.0,146.806938063076,205.61496580067163,0.0,1.3155555555555554,0.0,12.190362966604477,0.0,0.0,2.8243125509947364,51.33604194261983,0.0,497.8346585858532,0.0,0.0,1372.4924562608714,0.0,8.022679186645867,282.36018794749475,801.3080165652834,2.96,0.0,0.0,26.35712663189693,1726.5744671668226,2616.237188393619,0.0,65.32898586556894,0.0,155.61395192870626,1.8702984695961289,7.80630801908427,77.58142907665918,0.0,0.0,0.0,30.55456896483741,5.41631144635738,0.0,0.0,0.0,0.6320479049762258,0.0,355.4198879543286,2631.623648286108,157.82133528033012,0.0,0.0,661.6053298866179,0.0,350.89067541471104,20.495422312661752,7.91801815406264,32.9962459641244,0.0,0.0,0.5418764302059497,410.3704553179209,33.70223217921259,87.37793815594594,30.743133468992628,0.0,2.122010248127572,0.0,20.446977284354222,6846.875476815394,1.6129255003241711,2.528191619904903,0.0
2022-09,33175.56607565771,3.516503528288128,3.29754395818636,3.621791745561067,0.0,6.221213792125592,0.0,0.0,7.117811177430307,0.0,24.89551750008056,0.0,9.663097463731184,0.0,1.7582517641440638,0.0,13.362815539987006,456.3112346682405,380.95298913648463,70.46376147305757,0.0,312.52890797928575,0.0,560.1423247354792,2978.962402417282,9.447824751617087,105.9410992028807,0.0,0.0,0.0,24.66837899811833,1049.8490616307515,157.39040763631695,107.1421905777128,12.330846248292737,3.657613415985928,1866.230422535212,0.0,10.972840247957782,0.0,13.61603426746352,3.3563720216277217,38.0894194033486,5.413719490161901,0.0,0.0,8.386698835992844,1.756527552831617,100.72006987919772,26.047124914307663,13.7852591613416,306.27178998909363,1943.3803544328032,0.0,8.043786865769114,0.0,0.0,65.63852537466897,152.13730063223684,0.0,0.2731436377544484,0.0,5.382349163891132,0.0,0.0,6.855877934144563,189.80413899838973,0.0,477.09360685302426,0.0,0.0,1272.3477379414503,0.0,18.23169371694291,224.8904713162958,936.5598944666236,1.77998878396414,0.0,0.0,9.013786254998209,2216.525076080691,1038.7957909193804,0.0,134.1691069221456,0.0,48.03076351421183,7.16146654459383,2.027845474059144,73.53488924861205,0.0,0.0,0.0,7.685760482284811,11.93073528514052,1.9733333333333327,0.0,0.0,0.4101115480328254,0.0,900.2449887295901,4548.125443462443,419.6994294028764,0.0,0.0,290.8719048648357,0.0,306.11218857469885,10.183787731028916,15.476341845355766,35.96787935713738,0.0,0.0,0.3677018633540372,11.723906452112836,42.00005315194173,63.06256506890665,15.275681596543375,0.0,13.367439626873196,0.0,30.555624905881963,15642.584745943224,2.031544624908592,1.6404461921313018,0.0
2022-10,18175.56919220422,1.5343822429752696,4.776411636032639,3.816964752433226,0.0,3.505171832803029,0.0,0.0,11.984158355796016,0.0,2.716277339164236,0.0,4.238162741317531,0.0,0.7671911214876348,0.0,18.90685183183348,306.88186049399985,201.6341718242174,80.78147809134985,0.0,69.14932168257289,0.0,557.6222257633674,12729.990789795796,13.374295671547422,62.81105211671034,0.0,0.0,0.0,124.95717462200516,1039.4572250287422,100.61251803317884,11.135340346150018,16.385301609278947,40.89670340443087,4891.537221254005,0.0,122.69011021329264,0.0,28.42477786921709,4.725252673028372,7.786793064018787,2.732011935658445,0.0,0.0,26.194148632937697,3.0288457190095777,139.27173549545134,29.15569656014535,6.101602304813456,163.312507330652,4156.693050755453,0.0,6.348638882275695,0.0,0.0,70.54464271486692,113.6024291875196,0.0,0.9866666666666668,0.0,11.81794995920848,0.0,0.0,4.899941972346551,86.82134548192177,0.0,509.2879123509324,0.0,0.0,1691.3972414531504,0.0,11.158207124364395,200.7612005835832,952.7328958450169,1.9293882518300896,0.0,0.0,7.384683332725534,3978.201083224143,1290.1315281358538,0.0,110.24262641783169,0.0,42.28831046065025,7.158067442472868,52.792781446147714,122.80228363177922,0.0,0.0,0.0,4.579837608311287,30.634139551134204,1.9733333333333327,0.0,0.0,2.3935296171062284,0.0,1488.8488169146156,2853.604501612529,958.2251593698576,0.0,0.0,368.5423258393278,0.0,340.1417958860875,6.696378709190992,13.484242360475903,8.115115608866255,0.0,0.0,0.2779770437540003,35.35073282972695,41.248342860321145,40.97192375419365,10.044568063786487,0.0,0.0,0.0,23.703718911696456,13895.44099373294,4.051992088454859,9.574118468424912,0.0
2022-11,12809.01816338537,17.727731020945694,2.822700096454172,0.9441845719995074,0.0,2.082328024984633,0.0,0.0,6.055584227470645,0.0,3.947696632327607,0.0,17.754525442769328,0.0,8.863865510472847,0.0,31.822888426472048,207.53765645141888,234.9982601730292,61.87170638721075,0.0,247.43365947978697,0.0,360.11375356588906,40705.47017171322,20.72568487226099,86.44979183058481,0.0,0.0,0.0,28.686655682703808,4893.987706926107,91.22845827721132,27.849939048717697,10.216476708447054,6.262187324197786,29208.122833222555,0.0,18.78656197259336,0.0,23.393382826123748,1.2904639454927098,8.24146244979953,2.215713650502945,0.0,0.0,17.54905118265837,3.77778536939826,211.2268985027726,13.573142428507374,7.030228748017136,202.94674825418628,3717.136655514046,0.0,3.299157669659415,0.0,0.0,49.396056355566,465.4941684026599,0.0,0.9866666666666668,0.0,3.0216666666666665,0.0,0.0,0.0,67.74703120530302,0.0,287.4080853442577,0.0,0.0,1581.2207147928111,0.0,21.03563484274966,345.1795048704712,1211.4301356630467,3.7937658912236953,0.0,0.0,32.20625377614428,2901.684048589349,2035.1949109190064,0.0,63.33437588031313,0.0,225.7084446132639,2.8287761757712344,52.1358375615835,136.5664992378828,0.0,0.0,0.0,2.1391179605806308,20.030121825283583,0.0,0.0,0.0,1.3161285636265845,0.0,507.46036433830216,6628.593936679527,287.58551085484544,0.0,0.0,289.4199704128089,0.0,323.5907941362016,13.049848261564245,17.3407850315718,8.907783829843703,0.0,0.0,0.4264838140895994,32.850445253280704,14.33161879894172,35.06262594194016,19.574772392346365,0.0,0.0,0.0,23.27949896583295,12102.227969847889,5.847581785262454,5.264514254506338,0.0
