,Yemen,Algeria,Chad,Mali,France,Mauritania,Niger,Egypt,Sudan,Dem. Rep. Congo,Uganda,Ethiopia,Kenya,Burundi,Tanzania,Rwanda,Thailand,Guinea,Madagascar,Djibouti,Somalia,Ghana,Comoros,Central African Rep.,Gambia,Sierra Leone,Lesotho,Liberia,Mozambique,Zambia,Nigeria,South Africa,eSwatini,Zimbabwe,Botswana,Togo,Tunisia,Angola,Cameroon,Eritrea,Morocco,Namibia,Congo,Guinea-Bissau,Iraq,S. Sudan,Papua New Guinea,Senegal,Côte d'Ivoire,Libya,Bahrain,Philippines,Syria,Turkey,Myanmar,Bangladesh,India,China,Pakistan,Afghanistan,Laos,Tajikistan,Lebanon,Uzbekistan,Kyrgyzstan,Solomon Islands,Israel,Iran,Malaysia,Russia,Spain,United Kingdom,Germany,Netherlands,Honduras,Azerbaijan,Armenia,Brazil,Indonesia,Sri Lanka,Mexico,Trinidad and Tobago,Bosnia and Herz.,Serbia,Croatia,Nepal,Colombia,Bhutan,Cambodia,Jordan,Saudi Arabia,Ecuador,Jamaica,Bolivia,Canada,Guatemala,Haiti,United States of America,Guyana,Peru,Argentina,Paraguay,Italy,Venezuela,El Salvador,Panama,Nicaragua,Kuwait,Ukraine,Malta,United Arab Emirates,Moldova,Romania,Qatar,Georgia,Albania,Macedonia,Burkina Faso,Belgium,Sweden,Australia,Benin,Austria,Poland,Dem. Rep. Congo,Dominica,S. Sudan,Myanmar,Russia
2004-04-30,0,24,5,0,0,0,4,0,47,49,193,0,8,82,0,16,104,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,3,0,0,0,32,0,18,13,3,192,0,0,48,1,0,0,0,0,0,28,0,0,85,0,0,0,0,0,0,0,14,96,23,0,0,0,0,0,129,228,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-31,0,33,6,0,0,0,0,0,408,21,188,0,10,36,0,0,5,0,0,0,146,0,0,1,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,22,0,19,16,4,171,0,21,68,1,0,0,0,0,0,71,0,0,99,0,0,0,0,0,0,0,31,62,4,10,0,0,0,0,280,318,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-30,0,68,3,0,0,0,0,0,293,9,215,71,0,3,0,0,12,0,0,0,33,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,150,0,0,37,0,38,15,1,145,0,103,116,0,0,0,0,0,0,26,0,0,146,0,0,0,0,0,8,0,0,89,0,0,0,0,0,0,132,319,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-31,0,26,0,0,0,0,0,0,539,0,48,2,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,57,0,0,0,0,0,0,28,0,18,20,0,241,0,5,77,0,0,0,2,0,0,36,0,0,89,0,0,0,0,1,0,0,4,90,22,0,0,0,0,0,155,246,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-31,0,38,0,7,0,0,0,0,237,7,40,0,0,198,0,0,7,0,0,0,47,0,0,0,0,0,0,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,2,0,0,35,0,29,16,27,162,0,10,123,0,0,0,0,0,0,35,0,0,212,0,0,0,0,0,0,0,2,104,9,22,0,0,0,0,148,328,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-30,0,55,0,13,0,0,0,0,265,16,54,49,0,147,0,0,2,0,0,0,47,0,0,20,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,355,0,0,0,0,0,0,18,1,25,18,1,144,0,60,115,0,0,0,0,0,0,80,0,0,421,0,1,0,0,0,0,0,0,114,14,11,0,0,0,0,156,212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-10-31,0,59,0,0,0,0,0,34,159,76,137,3,0,15,0,0,23,0,0,0,28,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,205,0,0,0,1,0,0,22,0,31,7,5,216,0,0,65,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,0,2,63,3,5,0,0,0,0,104,201,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-11-30,0,24,0,0,0,0,0,0,297,96,12,4,2,44,0,0,26,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,1283,0,0,0,32,0,0,29,0,14,7,4,115,0,33,41,0,0,0,0,0,0,25,0,0,34,0,0,0,0,0,0,0,16,95,5,7,0,0,0,0,206,190,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-12-31,29,25,0,0,0,0,0,1,127,112,65,0,0,8,0,0,7,0,0,0,125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,0,0,0,11,0,0,12,0,3,4,8,115,0,20,35,0,0,0,0,0,0,36,0,0,32,0,0,0,0,28,0,0,12,87,0,2,0,0,0,0,289,246,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-31,0,32,0,0,0,0,0,0,402,0,73,5,80,21,0,0,25,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,1,0,0,39,0,15,157,17,177,0,27,37,0,1,1,0,0,0,46,0,0,64,0,0,0,0,0,1,0,3,131,0,18,0,0,0,0,190,240,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-28,0,11,0,0,0,0,0,0,19,10,95,27,3,0,0,0,29,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,323,0,0,0,44,0,0,103,0,1,13,9,92,0,0,25,0,0,0,0,0,0,13,0,0,50,0,0,0,0,0,0,0,2,41,3,17,0,0,0,0,199,336,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-03-31,0,13,0,0,0,0,0,0,48,42,103,7,38,7,0,0,34,0,0,0,46,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,185,0,0,0,1,0,0,50,0,2,12,5,183,0,2,38,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,8,1,36,8,17,0,0,0,0,0,99,261,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-04-30,0,21,0,0,0,0,0,0,67,29,99,65,0,18,0,0,22,0,0,0,39,0,0,1,0,0,0,0,0,0,122,0,0,0,0,398,0,9,0,0,0,0,0,0,169,0,0,1,0,0,0,38,0,47,110,4,169,0,0,115,0,0,0,0,0,0,4,0,0,56,0,0,0,0,0,0,0,1,15,13,1,0,0,0,0,185,232,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-31,0,18,0,0,0,0,0,0,16,25,92,1,0,60,0,0,30,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,592,0,0,0,52,0,0,33,0,42,2,6,198,0,3,152,0,0,0,0,0,0,6,0,0,50,0,0,0,0,0,2,0,0,7,2,4,0,0,0,0,183,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-06-30,0,18,0,12,0,0,0,0,4,0,63,8,5,44,0,0,54,0,0,0,90,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,17,0,0,47,0,42,27,2,202,0,0,275,0,0,1,0,0,0,11,1,0,37,0,0,0,0,0,2,0,3,4,4,0,0,0,0,0,199,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-07-31,0,14,0,0,0,0,0,88,16,69,70,12,81,30,0,0,55,0,0,0,30,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,45,1,0,0,11,0,46,51,3,192,0,55,225,0,0,0,0,0,0,31,33,0,72,0,52,0,0,0,2,0,0,8,5,0,0,0,0,0,64,271,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-08-31,0,32,0,0,0,0,0,0,165,0,53,7,3,38,0,0,50,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,101,0,0,0,2,0,0,21,0,20,2,5,114,0,9,280,0,0,0,0,0,0,7,20,0,36,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,173,231,0,0,0,0,0,0,0,0,36,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-09-30,0,23,110,0,0,0,0,0,268,2,100,2,0,41,0,0,48,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,538,0,0,0,0,0,0,20,0,41,22,4,209,0,41,195,0,0,0,0,0,0,17,0,0,52,0,0,0,0,0,1,0,8,1,7,0,0,0,0,0,34,181,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-31,0,33,0,0,0,0,0,0,76,21,51,1,0,65,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,355,0,0,0,0,0,0,23,0,24,0,11,293,2,6,211,0,0,0,0,0,0,34,0,0,177,0,1,0,0,0,2,0,2,21,6,0,0,0,0,0,18,308,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-11-30,0,1,0,0,0,0,0,0,118,15,33,57,0,76,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281,0,0,0,0,0,0,81,0,9,27,1,92,0,19,72,0,0,1,0,0,0,16,0,0,41,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-12-31,0,16,157,0,0,0,0,36,36,6,68,0,0,35,0,0,22,0,0,0,21,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,20,0,6,24,13,82,10,6,83,0,0,0,0,0,0,28,0,0,21,0,0,0,0,0,1,0,0,0,66,2,0,0,0,0,36,206,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-31,0,7,12,0,0,0,0,1,29,15,49,1,60,71,0,0,45,0,0,0,82,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,7,0,0,50,0,2,45,4,111,0,49,57,0,0,0,0,0,0,11,1,0,38,0,0,0,0,0,0,0,0,0,43,20,0,0,0,0,189,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-02-28,0,4,12,0,0,0,0,0,17,4,45,104,5,23,0,0,34,1,0,0,38,0,0,30,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,0,37,0,8,23,3,222,0,10,112,0,0,1,0,0,0,22,9,0,31,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,106,142,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-31,0,14,288,0,0,0,0,0,78,4,40,1,0,16,0,0,50,0,0,0,90,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,24,0,25,115,5,185,0,72,192,0,0,0,0,0,0,18,25,0,17,0,0,0,0,0,1,1,16,6,14,4,0,0,0,0,137,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-30,0,52,639,0,0,0,0,1,118,9,33,59,16,11,0,0,21,0,0,0,4,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,36,0,37,45,11,175,0,9,215,72,0,0,0,0,0,36,4,0,24,0,0,0,0,0,1,0,0,4,121,12,0,0,0,0,96,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-31,0,42,21,0,0,0,0,0,114,23,30,4,16,18,0,0,39,0,0,0,279,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,23,0,9,31,4,156,0,20,495,0,6,4,0,0,0,35,7,0,35,0,0,0,0,0,0,1,0,0,73,5,0,0,0,0,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-30,0,49,29,0,0,0,0,0,14,15,28,6,0,2,0,0,39,14,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,100,0,0,0,41,0,33,7,7,205,0,23,706,0,0,0,0,0,0,50,0,0,11,0,0,0,0,0,0,0,0,0,146,10,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-31,0,12,20,0,0,0,0,0,337,15,33,3,23,28,0,0,33,0,0,0,100,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,1,0,0,40,0,40,19,2,382,0,48,570,0,0,583,0,6,0,113,0,0,45,0,0,0,0,0,1,0,0,0,87,9,0,0,0,0,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-31,0,5,0,0,0,0,0,0,205,12,33,0,21,8,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,207,0,0,0,1,0,0,35,0,14,9,17,147,0,105,530,0,2,445,0,0,0,91,14,0,19,0,0,0,0,0,2,0,1,0,949,1,0,0,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-09-30,0,15,178,0,0,0,0,0,214,6,1,0,8,6,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,1,0,0,0,18,0,20,32,14,155,0,0,931,0,0,0,0,0,0,19,0,0,12,0,0,0,0,0,0,0,0,0,80,11,0,0,0,0,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-10-31,0,25,130,0,0,0,0,0,571,9,0,67,19,0,0,0,61,0,0,0,54,0,0,28,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,8,0,10,56,16,170,0,87,563,1,0,0,0,0,0,55,0,0,10,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,5,38,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-11-30,0,58,209,0,0,0,0,0,231,150,5,0,0,1,0,0,86,0,0,0,34,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,26,0,19,21,6,123,0,0,340,0,0,0,0,0,0,89,0,0,18,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-31,0,9,259,0,0,0,0,0,103,35,7,0,29,5,0,0,63,0,0,0,460,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,1,0,0,0,13,0,9,39,7,124,0,4,270,0,0,2,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-31,0,28,6,0,0,0,0,0,220,8,13,35,12,1,3,0,60,24,0,0,117,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,50,0,7,25,4,200,0,29,316,0,0,0,0,0,0,43,0,0,9,0,0,0,0,0,0,0,3,0,108,70,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-28,0,15,45,0,0,0,19,0,59,6,9,43,0,2,0,0,50,21,0,0,74,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,2,0,0,23,0,0,120,0,192,0,7,178,0,0,0,0,0,0,32,30,0,27,0,0,0,0,0,1,0,5,0,68,30,0,0,0,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-03-31,0,52,218,0,0,0,5,0,89,34,94,3,3,0,0,0,85,0,0,0,227,0,0,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,44,0,8,26,0,169,0,230,361,0,0,0,0,0,0,12,0,0,13,0,0,0,0,0,1,0,5,0,219,125,0,0,0,0,27,102,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-04-30,0,59,0,0,0,0,1,0,65,9,25,126,15,0,0,0,47,0,0,0,464,0,0,37,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,56,0,68,90,0,120,0,151,631,0,0,0,0,0,0,13,0,0,28,0,0,0,0,0,0,0,14,0,139,130,0,0,0,0,0,61,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-31,0,38,0,10,0,0,0,0,64,42,3,4,17,3,0,0,47,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,27,0,38,48,2,138,0,20,560,0,0,0,0,0,0,82,12,0,16,0,0,0,0,0,0,0,1,0,115,121,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-30,0,27,5,0,0,0,13,0,19,14,0,86,11,0,0,0,49,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,39,0,49,53,4,140,0,54,974,0,0,0,0,0,0,159,0,0,8,0,0,0,0,0,0,0,0,0,169,155,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,0,44,0,0,0,0,13,0,284,14,0,72,19,0,0,0,22,0,0,0,65,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,1,0,0,52,0,19,35,1,162,0,49,860,0,0,0,0,0,0,27,0,0,15,0,0,0,0,0,0,0,0,0,125,114,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-31,0,31,12,16,0,0,6,0,197,7,0,34,8,1,0,0,45,0,0,0,95,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,123,0,58,3,0,177,0,66,611,0,0,0,0,0,0,33,0,0,19,0,0,0,0,0,5,0,0,0,99,205,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-30,0,92,1,13,0,0,2,0,19,90,0,5,0,39,0,0,33,0,0,0,57,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,263,0,0,0,0,0,0,0,0,39,144,3,107,0,15,979,0,0,0,0,0,0,22,7,0,15,0,0,0,0,0,1,0,10,0,212,185,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-31,0,57,20,0,0,0,12,0,38,191,3,16,1,25,0,0,26,0,0,0,62,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,17,0,170,8,2,149,0,156,652,0,0,0,0,0,0,33,0,0,13,0,0,0,0,0,4,0,1,0,311,178,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-30,0,2,20,0,0,0,6,0,31,52,0,2,7,6,0,0,30,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,35,0,11,23,1,149,0,477,522,0,0,0,0,0,0,28,3,0,14,0,0,0,0,0,0,0,0,0,387,168,0,0,0,0,0,56,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-31,0,50,1,0,2,4,15,0,9,109,0,41,98,1,0,0,23,0,0,0,59,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,149,0,0,0,0,0,0,15,0,33,25,1,72,0,126,320,0,0,0,0,0,0,54,12,0,5,0,0,0,0,0,0,0,1,2,609,173,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-31,0,25,0,0,0,0,2,0,47,52,0,0,256,17,0,0,18,0,0,0,79,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,337,0,0,0,0,0,0,18,0,7,27,1,94,1,401,154,0,0,0,0,0,0,62,2,0,33,0,0,0,0,0,0,0,1,0,703,67,0,0,0,0,0,67,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-29,0,50,4,0,0,0,0,0,168,22,0,40,127,7,0,0,27,0,0,0,97,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,1,0,0,11,1,11,1,0,133,0,92,195,0,0,0,0,0,0,38,0,0,17,0,0,0,0,0,0,0,0,0,951,92,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-31,2,19,0,11,0,0,24,0,23,129,1,6,25,5,0,0,16,0,0,0,127,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,537,0,0,0,1,0,0,26,0,11,14,0,82,41,182,302,0,0,0,0,0,0,89,0,0,20,0,0,0,0,0,12,0,0,5,552,114,0,0,0,0,0,38,0,0,0,0,50,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-30,0,29,0,0,0,0,0,0,1,48,0,1,16,77,0,0,18,0,0,0,208,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,445,0,0,0,2,0,0,17,0,40,7,0,107,9,87,366,0,0,0,0,0,0,73,0,0,7,0,0,0,0,0,0,0,0,0,752,113,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-31,0,21,0,33,0,0,13,1,401,4,0,147,38,104,0,0,23,0,0,0,200,5,0,0,0,0,0,0,0,0,17,0,0,15,0,0,0,0,0,0,0,0,0,0,376,0,0,9,0,0,0,12,0,56,14,0,213,0,63,452,0,0,38,0,0,0,27,23,0,25,1,0,0,0,0,0,0,0,1,758,110,0,0,0,0,0,30,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
