,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe,Ireland,Belize,Costa Rica,Taiwan,Chile,Estonia,Lithuania,Finland,New Zealand,Japan,Iceland,Czechia,Luxembourg,Denmark,W. Sahara,Slovenia,Vietnam,Cyprus,Eq. Guinea,Falkland Is.,Malawi,Solomon Is.,Hungary,Palestine,Fr. S. Antarctic Lands,Greece,Mongolia,Fiji,Vanuatu,N. Cyprus,Greenland,Belarus,Bahamas,Uruguay,Timor-Leste,Turkmenistan,Switzerland,Brunei,Puerto Rico,Norway,Slovakia,Bulgaria,Somaliland,Portugal,Kosovo,Gabon,South Korea,Latvia,Kazakhstan,New Caledonia,North Korea,Cuba,Suriname
2024-06-30,21.698266,0.000000,0.000000,0.813264,0.088947,0.590909,0.000000,0.000000,6.704942,0.000000,4.716843,0.043168,7.599094,0.000000,0.000000,0.000000,0.000000,210.026289,462.212242,22.947171,0.000000,69.745572,0.000000,51.276816,14.631373,0.061962,44.991804,0.013252,0.000000,0.000000,0.157669,230.583005,18.696298,0.556358,0.000000,0.000000,290.626311,2.476595,0.000000,0.061962,0.000000,0.061962,0.000000,0.498991,0.000000,0.000000,40.355197,5.145823,70.935090,6.440359,22.514538,63.318145,117.717688,0.000000,0.013252,0.015970,0.000000,11.185142,0.536858,0.000000,0.000000,0.000000,37.037321,0.000000,0.022237,0.000000,0.000000,0.078834,257.605320,0.000000,0.000000,455.783782,0.000000,0.488405,48.219913,195.354231,0.000000,0.000000,0.000000,0.000000,121.089659,591.980477,0.000000,136.882615,0.000000,3.820375,0.000000,0.093557,32.072360,0.000000,0.000000,0.000000,33.675529,0.000000,1.262582,0.315337,0.000000,0.000000,0.000000,39.829339,4.313472,4.249385,0.000000,0.000000,704.399271,0.027043,410.329921,0.000000,0.000000,5.819366,1.962017,0.000000,0.140581,10.599947,1.357288,4822.396849,0.000000,0.000000,2.006798,0.000000,2.463291,100.316459,0.000000,0.000000,0.013252,0.000000,0.988482,0.157669,0.081130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-07-31,19.496691,0.000000,0.000000,0.815593,0.048290,0.172059,0.000000,0.000000,2.526419,0.000000,4.795431,0.085821,8.836399,0.000000,0.000000,0.000000,0.000000,204.281472,326.151879,25.412456,0.000000,65.387834,0.000000,41.543361,24.909371,0.023494,52.456262,0.023695,0.000000,0.000000,0.042597,197.773447,9.979645,0.587246,0.000000,0.000000,178.550927,1.792748,0.000000,0.023494,0.000000,0.023494,0.000000,0.477971,0.000000,0.000000,23.763974,3.777071,64.097182,5.389635,25.774778,44.910591,3342.967941,0.000000,0.023695,0.010004,0.000000,10.036896,0.179386,0.000000,0.000000,0.000000,60.383968,0.000000,0.012072,0.000000,0.000000,0.021298,234.128119,0.000000,0.000000,433.279343,0.000000,0.205402,36.654202,476.758464,0.000000,0.000000,0.000000,0.000000,97.558325,800.349173,0.000000,140.187822,0.000000,10.214077,0.000000,0.035252,34.327997,0.000000,0.000000,0.000000,108.290052,0.000000,0.379167,0.085193,0.000000,0.000000,0.000000,276.063857,6.973605,7.488298,0.000000,0.000000,496.624615,0.017058,288.205256,0.000000,0.000000,6.765976,2.303608,0.000000,0.054690,9.443430,3.025989,1997.527442,0.000000,0.000000,1.957268,0.000000,1.212724,72.666310,0.000000,0.000000,0.023695,0.000000,1.415557,0.042597,0.051175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-08-31,22.082105,0.000000,0.000000,1.691013,0.065081,0.554412,0.000000,0.000000,14.634823,0.000000,7.050866,0.075473,5.506743,0.000000,0.000000,0.000000,0.000000,179.868997,428.719515,18.641089,0.000000,54.945067,0.000000,30.532393,18.919878,0.013381,39.600804,0.012761,0.000000,0.000000,0.026462,284.674859,14.081696,0.369042,0.000000,0.000000,214.155164,0.807304,0.000000,0.013381,0.000000,0.013381,0.000000,0.683605,0.000000,0.000000,24.555464,4.007127,75.435056,4.856677,20.596134,35.870147,1399.030336,0.000000,0.012761,0.005481,0.000000,13.619609,0.012180,0.000000,0.000000,0.000000,21.661458,0.000000,0.016270,0.000000,0.000000,0.013231,202.872205,0.000000,0.000000,425.276393,0.000000,0.119447,28.006918,201.924190,0.000000,0.000000,0.000000,0.000000,53.002845,418.520239,0.000000,145.382990,0.000000,9.595452,0.000000,0.204207,22.089774,0.000000,0.000000,0.000000,52.452740,0.000000,1.652083,0.052923,0.000000,0.000000,0.000000,164.295180,12.618468,6.816837,0.000000,0.000000,382.235898,0.025032,328.302450,0.000000,0.000000,5.038007,5.370704,0.000000,0.099186,4.001945,0.274045,2356.535024,0.000000,0.000000,1.767055,0.000000,1.647517,73.561412,0.000000,0.000000,0.012761,0.000000,0.437878,0.026462,0.075095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-09-30,16.171830,0.000000,0.000000,1.224704,0.072214,0.076471,0.000000,0.000000,10.914248,0.000000,1.446950,0.034334,6.025758,0.000000,0.000000,0.000000,0.000000,205.039079,401.618061,18.268960,0.000000,88.770750,0.000000,78.141896,25.190467,0.023506,51.566673,0.013952,0.000000,0.000000,0.046740,327.618359,15.344927,0.111633,0.000000,0.000000,132.297431,0.461546,0.000000,0.023506,0.000000,0.023506,0.000000,0.405643,0.000000,0.000000,31.600439,0.420067,70.008488,5.866153,10.730093,17.508177,1821.653689,0.000000,0.013952,0.013273,0.000000,11.204084,0.097145,0.000000,0.000000,0.000000,39.161048,0.000000,0.018053,0.000000,0.000000,0.023370,242.685669,0.000000,0.000000,411.471132,0.000000,0.210278,32.597976,279.273154,0.000000,0.000000,0.000000,0.000000,69.931849,627.338186,0.000000,132.379884,0.000000,5.395656,0.000000,0.152292,13.149533,0.000000,0.000000,0.000000,74.189059,0.000000,1.959559,0.093481,0.000000,0.000000,0.000000,175.860905,5.275720,17.938856,0.000000,0.000000,563.590710,0.031374,279.535292,0.000000,0.000000,6.941146,2.219931,0.000000,0.192892,2.291538,0.612749,2657.279325,0.000000,0.000000,2.563898,0.000000,2.292206,70.851170,0.000000,0.000000,0.013952,0.000000,0.594680,0.046740,0.094123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-10-31,15.451211,0.000000,0.000000,0.107137,0.068079,0.863770,0.000000,0.000000,10.538033,0.000000,3.952532,0.032184,6.816576,0.000000,0.000000,0.000000,0.000000,201.867742,538.333939,23.709223,0.000000,57.870060,0.000000,82.940499,10.729673,0.029098,53.030676,0.017362,0.000000,0.000000,0.045143,235.193326,6.432457,0.197184,0.000000,0.000000,155.349560,1.955961,0.000000,0.029098,0.000000,0.029098,0.000000,0.368194,0.000000,0.000000,9.091167,0.051429,78.204153,9.644731,0.780335,53.503042,950.662442,0.000000,0.017362,0.027164,0.000000,9.027308,0.174706,0.000000,0.000000,0.000000,26.930360,0.000000,0.017020,0.000000,0.000000,0.022571,267.832576,0.000000,0.000000,420.360890,0.000000,0.397738,34.345037,269.498798,0.000000,0.000000,0.000000,0.000000,38.434072,367.614522,0.000000,140.709169,0.000000,4.120835,0.000000,0.147042,24.448119,0.000000,0.000000,0.000000,72.272970,0.000000,0.162500,0.090286,0.000000,0.000000,0.000000,123.278358,4.569917,3.154705,0.000000,0.000000,373.202498,0.016465,316.421357,0.000000,0.000000,6.160259,2.703221,0.000000,0.094896,1.363913,0.813450,2991.851137,0.000000,0.000000,0.881636,0.000000,2.303983,54.431199,0.000000,0.000000,0.017362,0.000000,1.907691,0.045143,0.049396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-11-30,20.118780,0.000000,0.000000,0.792294,0.049299,0.477941,0.000000,0.000000,7.323949,0.000000,6.320970,0.123201,0.682480,0.000000,0.000000,0.000000,0.000000,253.413179,432.714061,19.231983,0.000000,63.071466,0.000000,60.350256,14.631373,0.056753,46.806053,0.018790,0.000000,0.000000,0.068059,227.334379,4.300489,0.028462,0.000000,0.000000,232.687249,2.304342,0.000000,0.056753,0.000000,0.056753,0.000000,0.567914,0.000000,0.000000,12.496337,15.038602,53.706503,4.873821,8.380146,37.669686,1241.433400,0.000000,0.018790,0.006488,0.000000,11.895210,0.318984,0.000000,0.000000,0.000000,37.160936,0.000000,0.012325,0.000000,0.000000,0.034029,322.873533,0.000000,0.000000,414.606364,0.000000,0.157860,28.179171,282.794583,0.000000,0.000000,0.000000,0.000000,36.989288,515.187483,0.000000,152.863720,0.000000,4.960075,0.000000,0.102195,6.590408,0.000000,0.000000,0.000000,59.725426,0.000000,0.189583,0.136118,0.000000,0.000000,0.000000,132.337284,4.317222,4.181745,0.000000,0.000000,235.825433,0.028274,399.344376,0.000000,0.000000,5.344364,5.488608,0.000000,0.212185,2.940328,0.396352,3273.582797,0.000000,0.000000,0.846141,0.000000,2.210322,62.588509,0.000000,0.000000,0.018790,0.000000,0.375562,0.068059,0.084822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
