date,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Jamaica,Jordan,Kenya,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Rwanda,Saudi Arabia,Senegal,Sierra Leone,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Zambia,Ireland
2025-10,25.567218,0.0,2.1,7.058333,0.528947,0.1225,0.0,0.0,3.137211,0.0,354.102345,0.0,7.763128,0.0,0.0,0.0,0.0,48.430987,394.285192,3.575938,0.58,23.206799,0.0,10.757087,49.107844,67.857693,0.725411,0.0,0.0,0.589844,48.481426,0.466296,0.0,0.0,231.371549,0.830805,0.291913,0.295277,1.723338,4.034868,2.419569,0.051295,0.0,0.0,136.463414,1.661129,27.715366,10.177436,47.706736,12.159881,1742.269336,0.0,0.141228,1.708,20.175162,0.0,0.0,2.14175,47.637634,0.0,0.7469,0.699842,0.965152,122.171364,0.0,0.598462,261.825809,0.0,1.053587,32.576648,0.0,0.437824,0.0,0.0,33.229738,500.397765,168.223317,0.0,0.0,0.0,0.176842,10.583344,0.0,2.778804,0.0,0.272994,0.177536,1.4404,1.074933,0.0,232.93588,0.297425,0.0,0.0,300.758568,0.836594,150.047768,4.329681,0.208277,1.420813,3.431683,7.007987,0.348077,1.568744,1.501449,4271.16617,0.0,0.0,0.910379,0.657918,2.331979,0.0,0.599936
2025-11,20.459211,0.0,2.133871,3.85,1.578947,0.186667,0.0,0.0,2.59302,0.0,32.556844,0.0,3.766079,0.0,0.0,0.0,0.0,61.011701,341.583858,6.165312,0.088137,40.300032,0.0,14.932856,18.591214,95.7662,0.619979,0.0,0.0,0.413029,17.010966,2.801481,0.0,0.0,205.372146,0.68962,0.204148,0.206159,1.265454,0.312434,0.587627,0.112856,0.0,0.0,60.991311,0.100317,28.921944,9.845743,12.813027,55.159926,809.624726,0.0,0.266667,0.28,38.185593,0.0,0.0,0.545517,25.355054,0.0,0.388733,1.149513,1.065909,110.510629,0.0,0.15625,220.058218,0.0,1.05875,39.598417,0.0,0.087976,0.0,0.0,134.338089,545.938615,270.244005,0.0,0.0,0.0,0.0,7.248767,0.0,4.847634,0.0,0.229891,0.127038,0.438263,0.333059,0.0,181.83851,0.817918,0.0,0.0,313.285773,0.4122,161.178015,0.863113,5.548222,1.328846,4.271683,1.042338,0.380769,1.257939,0.406521,5267.58282,0.0,0.0,0.986675,0.182765,5.426308,0.0,0.122129
2025-12,29.551405,0.0,1.604637,9.24,2.692105,0.0875,0.0,0.0,2.592264,0.0,24.945002,0.001061,6.898936,0.0,0.0,0.0,0.0,60.262496,156.314651,33.245625,0.115,23.596008,0.0,11.600804,17.20865,67.337769,0.759276,0.0,0.0,0.46663,28.1421,0.354444,0.0,0.0,203.609206,0.685611,0.234173,0.233501,1.4097,1.151271,1.44574,0.096404,0.0,0.0,44.912905,0.812134,52.740271,10.995247,8.69104,81.670269,804.715669,0.0,0.320395,0.0,6.689096,0.0,0.0,0.41192,31.544659,0.0,0.000467,0.164686,1.633333,121.383517,0.0,0.025,774.103215,0.0,0.836141,45.150941,0.0,0.239046,0.0,0.0,40.959631,721.014926,211.724148,0.0,9.947368,0.0,0.88375,12.119914,0.0,1.343885,0.0,0.04094,0.586275,0.783728,0.13661,0.0,193.846374,38.85,0.0,0.0,284.382688,0.653134,145.720216,0.577116,0.741307,1.865397,5.06625,8.638273,0.438462,2.113822,0.19608,4340.982595,0.0,0.0,0.698122,0.04561,3.955807,0.0,0.052368
2026-01,25.871289,0.0,10.36875,6.224167,2.672368,0.233333,0.0,0.0,1.981767,0.0,814.861248,0.0,5.472021,0.0,0.0,0.0,0.0,44.198163,189.606573,4.054063,0.03,79.339104,0.0,19.03635,31.086606,110.270798,0.323325,0.0,0.0,0.098592,16.470781,0.01,0.0,0.0,154.903452,0.550247,0.051677,0.048465,0.306932,0.415767,1.886979,5.155488,0.0,0.0,62.644089,2.194921,59.526291,8.031578,77.981977,15.272636,273.891987,0.0,0.19,3.304,25.868608,0.0,0.0,0.296668,241.991254,0.0,0.03,0.083019,2.664773,91.899327,0.0,0.1,420.846724,0.0,0.963111,64.966027,0.0,0.037148,0.0,0.0,75.32077,622.430421,198.60643,0.0,0.0,0.0,0.368421,10.120121,0.0,1.067565,0.0,0.007883,0.144781,0.353739,0.182927,0.0,121.152702,1.950421,0.0,0.0,370.573671,0.304875,225.519566,1.215941,2.631468,2.323545,0.9975,0.818939,0.290385,0.903697,0.463298,4508.581202,0.0,0.0,0.444279,0.088255,3.469528,0.0,0.101294
2026-02,30.903923,0.0,4.794221,14.373333,0.0,0.466667,0.0,0.0,1.509591,0.0,68.038581,0.282121,4.775475,0.0,0.0,0.0,0.0,44.755431,286.000749,44.579792,0.03,35.204416,0.0,36.352023,94.188408,86.62689,0.427597,0.0,0.0,0.130469,12.878854,0.09037,0.0,0.0,168.169115,0.164484,0.067061,0.064727,0.390552,1.498333,0.679825,1.016768,0.0,0.0,38.497339,0.722681,37.001662,16.463555,132.07868,13.380701,270.209561,0.0,0.379167,0.0,9.784257,0.0,0.0,0.719427,846.406254,0.0,0.0042,0.360076,2.487121,189.9771,0.0,0.8,336.053701,0.0,0.102667,81.177227,0.0,0.333995,0.0,0.0,114.820909,326.336225,152.460352,0.0,0.0,0.0,0.285833,17.602078,0.0,0.890026,0.0,0.039414,3.504186,0.334797,0.129543,0.0,112.233797,1.876065,0.0,0.0,263.155172,0.470342,602.138218,1.757458,0.898948,3.031669,1.348846,10.506061,0.057692,1.184423,0.433395,5257.359121,0.0,0.0,0.294137,0.069445,2.470957,0.0,0.110654
2026-03,51.798368,0.0,4.134375,3.144167,0.0,1.650833,0.0,0.0,3.118075,0.0,86.562903,0.001061,1.887526,0.0,0.0,0.0,0.0,57.979645,173.26191,40.552396,0.035,26.889642,0.0,58.01496,108.865366,89.317199,1.369982,0.0,0.0,1.658875,12.023894,0.06,0.0,0.0,136.241533,0.327924,0.829817,0.829394,4.976483,0.570767,0.321202,0.01037,0.0,0.0,115.310281,3.518377,38.621967,13.671577,668.349359,13.354407,1350.844145,0.0,0.02,4.83,5.06584,0.0,0.0,1.277475,10536.234032,0.0,1.3798,0.63403,0.827273,165.692901,0.0,0.0,203.961472,0.0,0.047056,62.591894,0.0,0.372993,0.0,0.0,110.151704,461.362494,175.777818,0.0,0.0,0.0,0.0,16.214547,0.0,1.144882,0.0,0.157564,2.351322,0.337315,0.156919,0.0,134.893137,0.793133,0.0,0.0,269.658515,0.216297,180.740908,1.039039,1.013974,9.774862,6.676587,1.251404,0.123077,2.390041,0.057564,5046.453714,0.0,0.0,0.155097,0.107707,1.931926,0.0,0.135712
2026-04,29.210854,0.0,1.575,0.0,4.725,1.201667,0.0,0.0,5.871077,0.0,86.562903,0.001061,3.914331,0.0,0.0,0.0,0.0,41.587999,229.159625,91.785833,0.565,23.046737,0.0,11.319814,102.639129,117.570509,1.843772,0.0,0.0,0.093177,23.428907,0.025,0.0,0.0,140.74817,0.623572,0.047072,0.047119,0.279247,0.206667,2.891762,0.418499,0.0,0.0,360.244299,4.239153,39.851181,9.657221,293.554921,20.528964,941.715294,0.0,2.298333,5.25,10.765808,0.0,0.0,1.673295,3410.45043,0.0,0.022167,0.608788,1.62803,83.061914,0.0,0.0,206.39204,0.0,0.079139,71.686126,0.0,0.551956,0.0,0.0,67.420777,1291.981145,202.315777,0.0,0.0,0.0,0.0,7.040288,0.0,1.036471,0.0,0.411641,1.474861,0.879527,1.184823,0.0,144.299145,1.804636,0.0,0.0,220.86381,0.177684,132.188098,4.118228,0.868064,3.470833,1.89,2.364394,0.086538,1.627309,0.986222,5620.674721,0.0,0.0,0.344444,0.580146,1.987563,0.0,0.585041
2026-05,37.100685,0.0,0.2625,8.213333,0.0,2.1175,0.0,0.0,7.944212,0.0,102.559125,0.723333,6.33346,0.0,0.0,0.0,0.0,78.898048,141.490049,59.329896,0.12,26.930166,0.0,5.227526,106.71382,48.484911,2.079109,0.0,0.0,0.589219,39.391473,0.03,0.0,0.0,204.786612,0.638414,0.294079,0.295082,1.77165,1.86,4.683927,0.046667,0.0,0.0,69.369846,1.510476,54.029545,10.361527,7.198226,21.394818,936.496221,0.0,2.383333,0.476,3.204987,0.0,0.0,0.578759,193.093369,0.0,0.5446,0.133636,0.572727,111.382212,0.0,0.257143,212.601709,0.0,0.942028,58.721686,0.0,0.323125,0.0,0.0,81.36353,521.390806,172.614773,0.0,0.0,0.0,0.036842,10.851784,0.0,1.635884,0.0,0.110599,1.185703,0.479853,0.442722,0.0,235.53898,0.660354,0.0,0.0,271.650528,0.198644,547.950293,1.386567,0.629946,0.485816,3.0975,1.073485,0.025,2.285012,2.230917,4835.598841,0.0,0.0,0.255361,0.185371,2.743542,0.0,0.187831
2026-06,21.429566,0.0,0.328125,0.0,0.0,0.046667,0.0,0.0,8.926223,0.0,142.290783,0.071061,0.744897,0.0,0.0,0.0,0.0,94.086144,192.076789,6.4825,0.042836,19.365719,0.0,68.576901,182.248476,57.412864,2.834815,0.0,0.0,0.153083,25.092993,0.405,0.0,0.0,161.58749,0.938628,0.076262,0.076067,0.455106,1.136667,5.54495,0.255097,0.0,0.0,96.071345,7.993651,33.40618,12.640773,687.643201,8.497569,641.920745,0.0,0.337281,0.567,3.08794,0.0,0.0,1.558664,53.82724,0.0,0.710033,2.396545,0.532955,139.334591,0.0,0.225,189.210456,0.0,1.495357,68.697226,0.0,0.602464,0.0,0.0,94.726776,504.768576,138.950909,0.0,0.0,0.0,0.0,11.492957,0.0,0.604219,0.0,0.123788,1.516117,0.590523,0.026473,0.0,213.047479,0.888462,0.0,0.0,465.884519,0.063309,340.612798,0.183445,3.086987,-0.12201,2.806731,14.623254,0.111538,0.990184,1.25824,4124.283265,0.0,0.0,1.439094,0.009686,3.917599,0.0,0.063935
2026-07,24.036034,0.0,1.05,0.0,4.2,1.47,0.0,0.0,8.335506,0.0,129.930192,0.0,2.222475,0.0,0.0,0.0,0.0,121.659308,467.449217,18.908125,4.515,20.478858,0.0,15.730215,259.489496,57.222104,2.63257,0.0,0.0,15.433904,16.087035,0.03,0.0,0.0,158.350207,3.016637,0.139742,7.717263,0.795085,3.360767,2.19394,0.254074,0.0,0.0,204.684643,7.902646,49.035304,13.454971,240.885755,18.162521,1090.833784,0.0,0.770833,18.494,3.919589,0.0,0.0,0.645426,2577.020018,0.0,0.074667,0.0,0.0,124.436357,0.0,0.34375,269.027637,0.0,0.241694,73.093841,0.0,1.085442,0.0,0.0,27.432688,531.647985,179.945478,0.0,7.460526,0.0,0.0,9.661601,0.0,1.941719,0.0,0.047043,10.884336,7.588913,3.688018,0.0,201.716032,0.0,0.0,0.0,298.075852,0.270402,431.146002,0.736854,0.668678,2.120682,2.905673,2.404073,0.257692,1.087098,8.84013,4135.551871,0.0,0.0,1.37887,0.054776,5.116218,0.0,0.059618
