date,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe,Malawi
2021-06,7184.614123,2.495207,1.769266,7.134698,0.000000,3.815740,12.093227,1.123952,168.038183,0.000000,5.848778,0.000000,5.442998,0.000000,1.768226,0.000000,0.000000,140.547477,224.498011,6.261574,0.000000,115.347908,1.814333,63.504977,594.083844,0.000000,21.229432,0.000000,0.000000,0.000000,3.934626,480.135805,160.673851,27.622492,0.718180,0.000000,2137.038865,5.007997,0.000000,0.000000,2.424380,0.947824,11.702270,24.091476,3.369572,0.000000,6.240304,4.540140,129.424206,8.193844,9.503385,175.700713,255.875180,0.000000,2.464348,0.000000,0.000000,40.573069,29.442703,0.000000,0.192383,0.000000,4.585430,0.000000,1.286709,0.576255,4.531068,0.515652,625.323755,0.000000,0.000000,896.926852,0.000000,4.706475,176.513226,256.983670,0.000000,0.479906,0.000000,0.000000,600.986971,649.676745,0.000000,51.503759,0.000000,63.208968,1.835843,9.618449,52.296173,0.000000,0.000000,0.000000,5.398050,8.090876,0.000000,0.000000,0.000000,0.306250,0.000000,352.931382,3.392734,188.862071,0.776317,0.000000,27.716150,0.000000,256.944948,0.000000,78.143920,10.154402,0.000000,0.000000,4.070764,28.937203,1.790616,21.504371,0.839849,0.000000,5.722014,0.000000,3.317111,770.710879,1.542552,1.420698,0.776317
2021-07,4555.744676,0.989020,4.285301,4.238413,0.000000,1.158921,1.307261,1.060059,207.250971,0.000000,2.088981,0.000000,1.500370,0.000000,0.453061,0.000000,0.000000,109.313826,135.723129,20.097191,0.000000,85.481943,0.500123,75.703968,544.920689,0.000000,22.478589,0.000000,0.000000,0.000000,0.589760,483.691938,107.389766,9.951899,1.137867,0.000000,883.603782,5.333476,0.000000,0.000000,1.357322,1.165971,1.265034,15.100826,3.302642,0.000000,5.948812,1.900047,90.701974,28.603787,25.730689,120.503856,166.591270,0.000000,1.055992,0.000000,0.000000,33.563165,4.343396,0.000000,1.696601,0.000000,6.995999,0.000000,1.046080,5.342698,4.300267,0.203250,178.455768,0.000000,0.000000,962.222569,0.000000,10.082515,178.503814,1037.845515,0.000000,0.422841,0.000000,0.000000,139.943668,1677.708588,0.000000,94.454902,0.000000,30.060126,1.198119,5.155500,45.088171,0.000000,0.000000,0.000000,1.414250,10.468590,0.000000,0.000000,0.000000,1.669792,0.000000,526.822255,1.019814,159.028407,0.842422,0.000000,8.429862,0.000000,223.420328,0.000000,40.023112,15.396133,0.000000,0.000000,2.488889,4.815608,1.892933,20.950827,1.440712,0.000000,2.205199,0.000000,0.627117,960.725843,1.678798,5.100973,0.842422
2021-08,5861.273714,0.848556,9.847432,3.061187,0.000000,4.722294,1.893100,5.421759,207.883397,0.000000,1.247685,0.000000,1.176472,0.000000,0.330166,0.000000,0.000000,200.189313,164.964961,9.948367,0.000000,75.055903,0.392157,189.000460,483.680107,0.000000,32.252305,0.000000,0.000000,0.000000,0.311060,607.216645,702.515847,9.494344,1.309806,0.000000,1203.281561,9.469575,0.000000,0.000000,9.284069,4.829110,4.809483,164.445641,16.404415,0.000000,10.094502,7.138427,69.163306,8.457424,9.516930,126.279639,186.741478,0.000000,1.316742,0.000000,0.000000,22.856577,8.654133,0.000000,1.488736,0.000000,43.808072,0.000000,2.044078,1.488327,1.671230,0.695551,87.343700,0.000000,0.000000,1382.463990,0.000000,2.067995,287.374576,331.572130,0.000000,0.353050,0.000000,0.000000,190.141736,631.561607,0.000000,69.666585,0.000000,29.645924,1.610723,5.477076,35.513655,0.000000,0.000000,0.000000,8.932847,3.986445,0.000000,0.000000,0.000000,0.393750,0.000000,382.574768,1.120483,209.998927,0.390563,0.000000,38.084733,0.000000,406.766401,0.000000,18.581429,18.129085,0.000000,0.000000,3.523948,22.235099,2.122726,12.423724,0.119907,0.000000,4.586908,0.000000,2.078385,1100.834766,0.778851,3.358748,0.390563
2021-09,6974.964189,0.408694,3.683366,0.562744,0.000000,27.036426,10.069705,0.252612,755.856815,0.000000,1.650509,0.000000,17.237881,0.000000,3.560923,0.000000,0.000000,176.374028,192.105531,16.228136,0.000000,71.995994,5.745960,34.681779,647.745081,0.000000,19.642876,0.000000,0.000000,0.000000,3.269405,363.776206,368.556881,14.139056,3.826217,0.000000,2099.451040,1.728792,0.000000,0.000000,4.852590,2.411286,4.084805,192.951743,13.672372,0.000000,3.150427,2.306272,62.363677,18.605320,9.999169,123.654323,308.674300,0.000000,0.296698,0.000000,0.000000,21.416720,6.009832,0.000000,0.736601,0.000000,9.044176,0.000000,0.525488,10.341823,7.109344,0.430984,124.496693,0.000000,0.000000,1186.478791,0.000000,0.685150,251.883051,168.264649,0.000000,0.694475,0.000000,0.000000,97.859894,603.855355,0.000000,61.341236,0.000000,44.429251,2.463794,4.629968,26.804309,0.000000,0.000000,0.000000,6.514188,4.006054,0.000000,0.000000,0.000000,0.087500,0.000000,302.743203,1.320834,306.145645,0.270982,0.000000,172.821074,0.000000,299.200986,0.000000,19.216875,12.713136,0.000000,0.000000,3.213176,23.267459,7.868479,13.404078,0.290006,0.000000,2.198820,0.000000,3.078106,1734.196131,0.538446,0.795069,0.270982
2021-10,5720.327909,1.726861,13.894078,13.610655,0.000000,9.307803,2.042858,0.529167,14.971951,0.000000,1.226296,0.000000,3.183594,0.000000,0.528791,0.000000,0.000000,114.895385,810.746094,13.442237,0.000000,71.508067,1.061198,41.566192,742.802048,0.000000,24.460240,0.000000,0.000000,0.000000,1.166495,290.629237,148.440201,30.151896,2.321473,0.000000,2651.278497,25.204866,0.000000,0.000000,3.135761,0.428476,1.283331,39.310464,4.955356,0.000000,11.543231,14.655539,79.869054,13.246126,15.249726,133.083841,168.561300,0.000000,1.629108,0.000000,0.000000,22.208321,9.840931,0.000000,0.753239,0.000000,3.585663,0.000000,2.452920,3.468323,19.936606,0.304938,118.409661,0.000000,0.000000,836.413787,0.000000,14.557113,373.646822,140.003763,0.000000,0.451649,0.000000,0.000000,148.511901,608.396861,0.000000,65.413151,0.000000,19.754083,2.945930,19091.002080,40.097624,0.000000,0.000000,0.000000,11.695547,3.373605,0.000000,0.000000,0.000000,0.455122,0.000000,301.507832,5.173615,308.114850,0.315674,0.000000,110.990860,0.000000,398.015747,0.000000,27.156378,4.936330,0.000000,0.000000,4.082971,12.122557,1.842417,19.493813,0.540849,0.000000,2.583480,0.000000,5.055395,1405.363975,0.627248,1.298735,0.315674
2021-11,5291.714202,0.614939,8.888829,7.780563,0.000000,1.705826,3.391152,0.234734,633.206397,0.000000,1.311852,0.000000,3.689349,0.000000,1.341708,0.000000,0.000000,138.108720,600.234427,20.510175,0.000000,72.188944,1.229783,22.716888,4181.884603,0.000000,15.344012,0.000000,0.000000,0.000000,1.609812,425.265364,167.169272,12.660779,0.439735,0.000000,5201.120629,18.571401,0.000000,0.000000,1.245282,0.785179,1.749041,36.393534,3.930444,0.000000,15.831735,12.574573,67.066641,15.780906,10.194472,128.427889,243.904489,0.000000,3.872776,0.000000,0.000000,33.861649,2.758935,0.000000,0.125635,0.000000,8.169766,0.000000,3.635041,5.919457,153.096541,0.256842,160.915735,0.000000,0.000000,1256.911227,0.000000,1.615694,216.672821,135.777167,0.000000,0.495976,0.000000,0.000000,136.518380,460.367786,0.000000,50.766638,0.000000,29.125716,0.776571,495.238281,38.899300,0.000000,0.000000,0.000000,13.243987,7.110646,0.000000,0.000000,0.000000,0.014583,0.000000,309.763431,4.252969,381.485045,0.276596,0.000000,32.713851,0.000000,569.921969,0.000000,47.015178,12.010715,0.000000,0.000000,9.928942,10.953061,1.503713,58.075545,0.363846,0.000000,4.578347,0.000000,9.545892,1209.493037,0.549600,1.253452,0.276596
