,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe,Kosovo,Finland,Czechia,Bahamas,Brunei,New Zealand,Norway,Kazakhstan,Eq. Guinea,Estonia,North Korea,Lithuania,Suriname,Belarus,Mongolia,Solomon Is.,Latvia,Costa Rica,Slovenia,Fr. S. Antarctic Lands,Iceland,Portugal,Oman,Montenegro,New Caledonia,Hungary,Chile,Luxembourg,South Korea,Falkland Is.,Bulgaria,Uruguay,Slovakia,Cuba,Greenland,Cyprus,Fiji,Ireland,Turkmenistan,Timor-Leste,N. Cyprus,Palestine,Puerto Rico,Vanuatu,Greece,Vietnam,Japan,Gabon,Switzerland,W. Sahara,Belize,Malawi,Denmark,Somaliland,Taiwan
2024-01-31,43.814542,0.000000,0.083677,0.000000,0.000000,1.609391,0.000000,0.000000,9.878904,0.000000,0.348628,0.139000,4.280551,0.000000,0.083677,0.000000,0.000000,231.682039,229.898435,87.921909,0.000000,64.035279,0.000000,44.725029,2.876515,0.062302,54.432548,0.000000,0.000000,0.000000,0.000000,213.701783,2.003793,0.577515,0.000000,0.000000,381.319917,3.284451,0.000000,0.062302,0.000000,0.145232,0.000000,0.000000,0.000000,0.000000,157.183460,7.683590,46.375834,6.916998,7.024734,52.713244,4929.484282,0.000000,0.000000,0.000000,0.000000,22.798252,0.346614,0.000000,0.000000,0.000000,30.153805,0.000000,0.000000,0.167353,0.000000,0.000000,197.976880,0.000000,0.106090,400.027601,0.000000,0.208409,28.429127,319.490198,0.000000,0.000000,0.000000,0.000000,52.208377,374.327089,0.000000,150.823068,0.000000,0.063806,0.000000,0.213320,26.671881,0.000000,0.000000,0.000000,92.489635,0.000000,1.625000,0.000000,0.000000,0.000000,0.000000,396.321349,0.302191,0.955928,0.167353,0.000000,498.600833,0.000000,282.879248,0.000000,0.000000,0.562161,4.404126,0.000000,0.217827,6.774765,12.521681,4686.166124,0.000000,0.000000,0.000000,0.000000,2.789807,60.932883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-02-29,27.611234,0.000000,0.024397,0.000000,0.000000,1.297831,0.000000,0.000000,2.842688,0.000000,0.626520,0.046935,1.737831,0.000000,0.024397,0.000000,0.000000,273.953528,356.005778,130.753010,0.000000,88.019221,0.000000,39.284444,9.580114,0.011356,52.022143,0.000000,0.000000,0.000000,0.000000,297.702523,0.343868,0.000000,0.000000,0.000000,174.182102,4.195011,0.000000,0.011356,0.000000,0.091228,0.000000,0.000000,0.000000,0.000000,74.815657,5.928134,42.705206,3.739842,8.184904,64.717562,656.160256,0.000000,0.000000,0.000000,0.000000,32.825938,0.480979,0.000000,0.000000,0.000000,12.669400,0.000000,0.000000,0.048793,0.000000,0.000000,166.261982,0.000000,0.058549,403.715561,0.000000,0.209778,22.676355,390.579557,0.000000,0.000000,0.000000,0.000000,36.168618,466.383091,0.000000,204.646492,0.000000,0.011344,0.000000,0.000000,17.199761,0.000000,0.000000,0.000000,40.663018,0.000000,0.398284,0.000000,0.000000,0.000000,0.000000,475.546028,0.463465,0.339988,0.048793,0.000000,451.640107,0.000000,235.409530,0.000000,0.000000,2.435512,1.449767,0.000000,0.146904,1.260759,4.425744,4544.321081,0.000000,0.000000,0.000000,0.000000,1.628439,43.740263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-03-31,34.661531,0.000000,0.036918,0.000000,0.000000,3.140830,0.000000,0.000000,3.706712,0.000000,1.525602,0.070592,3.583555,0.000000,0.036918,0.000000,0.000000,277.589576,382.917130,86.209327,0.000000,84.438989,0.000000,66.053559,6.614685,0.009680,44.252780,0.000000,0.000000,0.000000,0.000000,267.510414,1.045055,1.100117,0.000000,0.000000,171.746048,5.039657,0.000000,0.009680,0.000000,0.034211,0.000000,0.000000,0.000000,0.000000,131.633207,8.002506,65.781691,3.712742,5.784321,49.147089,495.884207,0.000000,0.000000,0.000000,0.000000,10.177150,0.029885,0.000000,0.000000,0.000000,29.950523,0.000000,0.000000,0.073836,0.000000,0.000000,201.564640,0.000000,0.316539,398.348699,0.000000,0.493843,18.008844,313.921414,0.000000,0.000000,0.000000,0.000000,64.500496,507.572275,0.000000,93.848854,0.000000,0.008256,0.000000,0.070270,58.396525,0.000000,0.000000,0.000000,91.278592,0.000000,0.135417,0.000000,0.000000,0.000000,0.000000,394.568210,0.051340,0.386643,0.073836,0.000000,1049.392542,0.000000,159.318463,0.000000,0.000000,1.453807,2.653338,0.000000,0.121262,0.331386,11.679688,5026.754144,0.000000,0.000000,0.000000,0.000000,0.833685,63.746554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-04-30,30.830126,0.000000,0.024903,0.000000,0.000000,3.222016,0.000000,0.000000,10.849845,0.000000,0.303097,0.018194,3.461143,0.000000,0.024903,0.000000,0.000000,255.120848,618.816117,5951.406103,0.000000,61.205559,0.000000,66.130445,19.615405,0.007942,29.195247,0.000000,0.000000,0.000000,0.000000,392.689504,0.520138,1.096008,0.000000,0.000000,76.232747,4.923508,0.000000,0.007942,0.000000,0.096930,0.000000,0.000000,0.000000,0.000000,4.206616,23.368333,34.216242,7.944410,2.213037,47.021639,887.669179,0.000000,0.000000,0.000000,0.000000,4.876226,0.193226,0.000000,0.000000,0.000000,16.874210,0.000000,0.000000,0.049805,0.000000,0.000000,200.133844,0.000000,0.290902,406.416602,0.000000,0.540723,25.344348,320.400894,0.000000,0.000000,0.000000,0.000000,77.932885,348.732643,0.000000,75.475750,0.000000,0.013664,0.000000,0.003764,20.633434,0.000000,0.000000,0.000000,54.463387,0.000000,0.270833,0.000000,0.000000,0.000000,0.000000,236.551279,0.097388,0.631834,0.049805,0.000000,1347.793430,0.000000,276.265407,0.000000,0.000000,0.948265,3.308076,0.000000,0.208966,1.816819,7.187500,5739.427222,0.000000,0.000000,0.000000,0.000000,0.994637,114.512560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-05-31,16.939315,0.000000,0.015937,0.000000,0.000000,3.882985,0.000000,0.000000,14.377082,0.000000,0.449128,0.041595,3.030961,0.000000,0.015937,0.000000,0.000000,264.529469,452.473781,527.070996,0.000000,51.944288,0.000000,68.723652,8.998614,0.061020,28.170194,0.000000,0.000000,0.000000,0.000000,278.539044,0.552394,0.416667,0.000000,0.000000,131.459408,3.770888,0.000000,0.061020,0.000000,0.116368,0.000000,0.000000,0.000000,0.000000,23.348131,2.286294,45.419553,11.096604,3.269022,75.961725,2019.882788,0.000000,0.000000,0.000000,0.000000,18.441281,0.090065,0.000000,0.000000,0.000000,10.051424,0.000000,0.000000,0.031874,0.000000,0.000000,184.170807,0.000000,0.096493,418.846105,0.000000,0.268671,18.901255,315.369503,0.000000,0.000000,0.000000,0.000000,67.564567,521.614080,0.000000,79.206479,0.000000,0.031467,0.000000,0.445045,18.067066,0.000000,0.000000,0.000000,51.248250,0.000000,1.695098,0.000000,0.000000,0.000000,0.000000,391.694611,0.381260,0.528835,0.031874,0.000000,521.269397,0.000000,294.880717,0.000000,0.000000,0.468364,3.328752,0.000000,0.095385,3.975556,7.961984,4907.271943,0.000000,0.000000,0.000000,0.000000,0.789888,41.992818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-06-30,8.329193,0.000000,0.034898,0.000000,0.000000,2.230906,0.000000,0.000000,5.750832,0.000000,0.621492,0.034214,4.159978,0.000000,0.034898,0.000000,0.000000,250.521725,539.187481,68.305811,0.000000,50.494596,0.000000,64.276039,2.039274,0.021742,62.730858,0.000000,0.000000,0.000000,0.000000,271.387914,0.933588,0.847972,0.000000,0.000000,161.162067,4.500672,0.000000,0.021742,0.000000,0.094986,0.000000,0.000000,0.000000,0.000000,24.985606,16.085147,37.601988,13.152959,2.459549,45.029380,1375.468126,0.000000,0.000000,0.000000,0.000000,12.040585,0.007879,0.000000,0.000000,0.000000,11.445503,0.000000,0.000000,0.069796,0.000000,0.000000,168.593766,0.000000,0.096610,424.078347,0.000000,0.175442,22.234285,332.564019,0.000000,0.000000,0.000000,0.000000,111.123626,374.436692,0.000000,81.858056,0.000000,0.071079,0.000000,0.026351,16.825260,0.000000,0.000000,0.000000,41.708711,0.000000,0.460417,0.000000,0.000000,0.000000,0.000000,262.574620,0.157085,0.501785,0.069796,0.000000,799.257057,0.000000,189.224664,0.000000,0.000000,0.527122,5.530615,0.000000,0.039799,10.158536,3.737500,4752.152719,0.000000,0.000000,0.000000,0.000000,1.013851,56.335964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
