date,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Jamaica,Jordan,Kenya,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Rwanda,Saudi Arabia,Senegal,Sierra Leone,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Zambia,Ireland,Denmark,Kosovo
2024-07,86.802838,0.0,1.4625,1620.57,7.342571,17.528577,2.166309,0.0,103.124141,0.0,6.369542,7.118453,8.456559,0.0,0.33393,1.779613,0.0,513.475342,880.743633,486.006092,0.0,121.684011,0.33393,96.479016,4.452389,108.051562,1.803324,69.012028,0.0,1.940911,30.004199,3.538198,0.0,1.226797,1190.523384,2.471072,1.210723,2.322375,0.0,13.795553,2.334976,6.362167,0.0,0.0,85.929191,2.347222,101.868669,15.683991,29.399545,131.294285,2088.092026,0.0,0.0,3.632168,45.512759,0.0,77.310831,0.0,127.474024,0.0,1.984973,0.0302,0.779452,469.204957,0.0,4.851429,807.638225,0.0,0.632275,52.171521,0.274848,0.274848,0.0,0.0,282.749159,923.019942,322.781984,0.0,15.957426,0.0,1.611644,60.187424,0.558134,0.0,0.0,0.0,2.225898,11.071667,18.304935,0.0,133.176556,11.437353,1.603663,0.762706,1462.714154,0.905418,673.05173,62.683237,15.710802,27.105076,5.387862,0.0,0.0,12.075456,17.839623,10132.346707,0.0,2.328609,1.823881,0.0,3.398875,0.0,1.103436,0.760176,3.072626
2024-08,84.361772,0.0,0.0,0.129078,8.135857,9.150523,1.798491,0.0,9.987999,0.0,8.544945,5.168569,9.78819,0.0,1.551197,1.292142,0.0,822.629064,1046.991837,230.667262,0.0,127.638656,1.551197,39.551108,5.512136,212.172059,2.013042,85.438104,0.0,0.569871,11.171383,1.347897,0.0,0.280009,590.98185,1.318968,0.267161,0.717997,0.0,1.905456,2.40119,13.76451,0.0,0.0,172.929341,5.521266,176.546088,15.357174,51.041239,63.811902,4289.44319,0.0,0.125,0.801484,108.921406,0.0,19.297651,0.0,91.181898,0.0,1.0725,2.796612,0.178814,481.287819,0.0,1.008571,725.116177,0.0,0.913862,44.54041,0.152507,0.152507,0.0,0.0,321.506028,1006.644478,283.250958,0.0,29.346446,0.0,0.877205,69.299659,0.157356,0.0,0.0,1.733333,1.160794,0.346667,5.663627,0.0,102.789883,4.104243,0.399766,0.235984,1941.171194,0.0,1074.992728,11.671585,0.551633,15.297462,4.167552,0.0,0.379167,8.207073,106.600755,9596.23136,0.0,0.707396,64.182214,0.0,1.966749,0.0,0.229946,0.23044,0.929881
2024-09,46.114648,0.0,17.967857,67.666667,1.132748,14.930701,1.329004,0.0,13.032172,0.0,11.191803,2.604721,6.419851,0.0,0.43125,0.65118,0.0,573.73095,1107.594357,42.688238,0.0,112.104397,0.43125,48.171251,0.515491,141.034041,0.237064,7.990113,0.0,0.702958,9.352778,1.1546,0.0,0.561579,697.578599,3.261782,0.479903,1.116045,0.0,3.824945,2.818783,14.955318,0.0,0.0,88.032309,0.28447,102.649127,26.394415,81.355894,83.031534,13371.683028,0.0,0.305185,1.439709,68.303062,0.0,45.480807,0.0,79.891164,0.0,0.0,1.079637,0.199614,332.072933,0.0,3.442857,734.278611,0.0,3.531275,40.740985,0.126107,0.126107,0.0,0.0,250.324496,492.725465,522.915576,0.0,35.080173,0.0,1.614512,96.406148,0.718111,0.0,0.0,0.144444,1.3891,2.015,9.484391,0.0,618.872422,6.677664,0.630107,0.395183,1020.171863,0.9326,1051.91767,18.344695,1.051797,20.273209,4.483189,0.0,4.515333,7.607886,49.717501,12706.253242,0.0,0.955698,2.61194,0.0,2.373879,0.0,0.122498,0.311473,1.258588
2024-10,54.039679,0.0,0.603571,16.683333,6.485008,4.199332,1.410505,0.0,3.399697,0.0,11.789324,3.66843,6.025718,0.0,1.865252,0.917107,0.0,526.367851,879.935846,13.411377,0.0,143.23177,1.865252,32.072729,3.58562,108.640051,1.217445,55.577103,0.0,0.996456,12.250483,3.656607,0.0,0.295527,688.551939,3.777282,0.365004,0.613088,0.0,0.175775,6.141774,18.192807,0.0,0.0,128.146959,28.115209,155.68978,28.106999,147.102637,172.815829,4261.362244,0.0,0.875,1.095012,54.63914,0.0,20.006088,0.0,73.924044,0.0,0.0,0.0302,0.489296,546.372969,0.0,3.243571,613.865091,0.0,1.419731,44.926482,0.450104,0.450104,0.0,0.0,200.273361,878.480008,489.337612,0.0,21.855894,0.0,1.820556,64.501089,3.016567,0.0,0.0,0.0,2.700553,0.346667,7.149915,0.0,273.205498,6.931485,0.332916,0.297913,869.207825,0.89016,1223.366344,13.841932,0.371946,5.836542,3.501958,0.0,0.325,7.909928,13.029792,13822.712701,0.0,0.504172,0.216667,0.0,3.397134,0.0,0.436898,0.164238,0.672852
2024-11,53.627369,0.0,1.1375,322.501418,14.880196,9.653675,4.531642,0.0,3.399697,0.0,10.919754,3.08493,8.696391,0.0,0.814124,0.771232,0.0,570.269419,1479.815021,14.562479,0.0,110.588387,0.814124,23.649576,6.484817,114.979686,3.796902,100.514658,0.0,1.546893,18.624667,22.309058,0.0,0.833098,459.170745,2.000568,0.918368,1.676174,0.0,0.447191,3.220273,1.875501,0.0,0.0,67.003499,0.199606,112.47268,24.910632,24.823041,89.323993,11121.481613,0.0,1.2125,2.755105,170.594672,0.0,58.193261,0.0,49.860421,0.0,0.828043,1.049437,1.591237,424.236778,0.0,6.631429,656.729985,0.0,0.417689,55.909683,1.525498,1.525498,0.0,0.0,267.171619,551.958142,347.832635,0.0,7.585522,0.0,5.011724,125.558544,2.547932,0.0,0.0,0.722222,3.739491,0.0,96.388216,0.0,157.310979,6.280403,7.707744,4.016176,1008.107473,0.228725,905.703659,10.009455,0.240219,14.395681,8.823536,0.0,0.65,4.066942,5.755098,17322.781615,0.0,11.697062,0.0,0.0,2.977667,0.0,0.39212,3.812253,15.412563
2024-12,116.974389,0.0,0.092857,4.743617,19.966539,5.942404,5.188317,0.0,3.966313,0.0,10.31638,4.502189,10.580124,0.0,0.719169,1.125547,0.0,503.858273,1023.716639,140.376,0.0,143.915086,0.719169,51.555597,10.373412,112.565043,4.593643,160.787886,0.0,0.960805,10.616667,18.324535,0.0,0.48591,68.425676,1.591519,0.417238,0.978714,0.0,3.994688,2.013507,2.932073,0.0,0.0,85.266807,26.828197,139.39752,18.744675,73.052421,105.74115,10195.317376,0.0,0.425,1.251713,71.428549,0.0,23.828509,0.0,66.689029,0.0,2.899565,4.176987,1.660567,475.473619,0.0,0.84,1011.456429,0.0,0.486434,45.918625,1.350936,1.350936,0.0,0.0,168.448921,639.586561,440.444714,0.0,22.723338,0.0,0.687042,84.569913,1.162939,0.0,0.0,0.0,1.894601,1.906667,7.922331,0.0,221.903323,3.357554,0.469586,0.330097,573.89324,1.170856,214.603697,6.5789,0.124424,19.893354,3.268673,0.0,0.054167,8.937761,32.563875,16648.57941,0.0,0.71665,0.831095,0.0,3.247022,0.0,0.287928,0.232125,0.948658
