date,Unnamed: 0,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Jamaica,Jordan,Kenya,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Rwanda,Saudi Arabia,Senegal,Sierra Leone,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Zambia,Ireland,Denmark,Kosovo
2024-02,0.000000,80.609798,0.000000,0.200370,0.000000,0.000000,23.433041,1.583395,0.000000,103.124141,0.000000,7.754636,7.539348,12.376190,0.000000,0.267379,1.884837,0.000000,1199.274744,254.467956,17.270374,0.000000,88.187033,0.267379,50.219324,2.264022,76.122046,1.381443,43.692441,0.000000,0.000000,62.000513,25.751409,24.578816,0.007386,360.668750,3.952186,5.559689,0.739578,0.000000,2.255882,0.123886,0.814057,0.000000,0.000000,74.478073,14.371938,111.245030,12.088758,19.305670,132.514482,1403.126113,0.000000,0.000000,16.679067,83.180043,0.000000,29.385008,0.000000,32.973069,0.000000,0.996667,0.196982,0.000000,219.922709,0.000000,10.007155,979.435575,0.000000,6.505223,36.462510,0.833930,0.722222,0.000000,0.000000,167.273359,976.144527,326.605144,0.000000,5.565774,0.000000,5.500751,80.815308,1.423690,0.000000,0.000000,6.248062,3.337476,14.762222,22.545142,0.000000,245.810737,12.025130,2.085981,0.939381,1204.733904,0.901599,289.028746,62.335642,1.933133,6.633824,124.241605,0.000000,0.162500,8.146364,17.998559,16190.770439,0.000000,1.896495,0.202222,0.000000,6.502938,0.000000,0.672693,0.674639,3.006963
2024-03,1.300000,101.748595,0.000000,0.252777,1.072462,0.000000,8.140345,1.501053,0.000000,9.987999,0.000000,9.786042,9.224417,6.297937,0.000000,1.048976,2.306104,0.000000,1002.105706,187.114515,30.490623,0.000000,141.376099,1.048976,17.109619,4.294348,84.013422,3.150928,10.531658,0.000000,0.000000,60.864648,9.267488,42.438386,0.000000,510.870269,5.966360,0.516175,0.818900,0.000000,8.300882,2.729280,1.221604,0.000000,0.000000,15.005303,11.056836,100.613048,1.777999,129.392887,127.458783,1934.809259,0.000000,0.000000,1.548525,14.482540,0.000000,15.999028,0.000000,72.934472,0.000000,0.000000,0.002359,0.000000,411.347204,0.000000,2.267454,856.794077,0.000000,4.834230,45.608125,0.188955,0.144444,0.000000,0.000000,328.533416,1072.727854,264.067557,0.000000,0.715640,0.000000,4.865937,52.198658,0.424084,0.000000,0.000000,1.733333,0.250794,0.000000,12.305472,0.000000,717.233529,9.597181,0.436361,0.512728,2228.839503,1.234309,369.022821,17.671262,0.646075,5.903907,213.514303,0.000000,0.363618,6.777395,106.600755,13999.640270,0.000000,0.654365,0.000000,0.000000,10.653717,0.000000,0.920528,0.526165,0.647435
2024-04,2.600000,95.962759,0.000000,0.429355,0.416000,0.000000,9.881891,0.739425,0.000000,13.032172,0.000000,13.529007,3.445355,4.283176,0.000000,0.126855,0.861339,0.000000,558.751828,274.898617,20.183133,0.000000,105.206905,0.126855,14.148814,1.266676,87.210866,1.387215,4.840858,0.000000,0.000000,60.750065,18.534357,26.652868,0.000000,871.356209,3.935162,0.652526,0.619762,0.000000,0.000000,2.377277,6.325201,0.000000,0.000000,43.032994,98.788785,124.061552,24.635026,68.115022,116.792046,2824.147377,0.000000,0.000000,1.957577,69.217816,0.000000,19.882973,0.000000,70.481727,0.000000,0.108333,0.231216,0.000000,232.086944,0.000000,4.129291,605.940286,0.000000,8.571918,46.775354,0.344108,1.733333,0.000000,0.000000,378.017211,1014.702266,451.977988,0.000000,3.314259,0.000000,8.041083,37.428863,0.126260,0.000000,0.000000,0.000000,2.597989,0.028889,90.785002,0.000000,250.608948,127.648445,8.389671,3.782708,261.562162,0.682500,381.541709,8.138106,0.136071,6.471589,10.345008,0.000000,0.379167,8.790468,49.717501,10164.681083,0.000000,1.297069,0.000000,0.000000,8.971057,0.000000,0.303444,0.308953,2.080760
2024-05,3.900000,49.223488,0.000000,0.209853,0.052000,0.000000,4.919016,1.085128,0.000000,3.399697,0.000000,9.129472,8.414772,15.972289,0.000000,1.399425,2.103693,0.000000,852.104053,603.565408,55.706797,0.000000,109.023090,1.399425,12.080807,3.164868,73.185289,0.765069,54.913044,0.000000,0.000000,48.070386,14.555604,15.958775,0.000000,780.173095,2.934446,0.248380,0.353211,0.000000,2.087957,0.575972,6.418995,0.000000,0.000000,30.564920,115.506826,87.307353,3.883726,26.168483,109.242281,1398.891876,0.000000,0.000000,0.745141,32.774508,0.000000,11.816461,0.000000,22.842340,0.000000,0.000000,0.354605,0.000000,351.751631,0.000000,0.654638,778.787187,0.000000,2.348647,42.131809,0.054553,0.144444,0.000000,0.000000,461.883280,878.569389,316.962379,0.000000,4.660360,0.000000,3.895876,52.089093,0.339054,0.000000,0.000000,2.600000,3.533887,0.000000,7.354688,0.000000,282.644013,49.145699,0.367059,0.306445,507.439977,0.970144,447.144437,14.151041,0.391694,13.307945,15.267363,0.000000,4.495833,10.554592,13.029792,8933.550947,0.000000,1.104738,0.000000,0.000000,15.678326,0.000000,1.297174,0.260542,1.416120
2024-06,5.200000,92.731839,0.000000,0.468030,0.338000,0.000000,6.727858,3.331993,0.000000,3.399697,0.000000,12.952231,15.546150,5.567171,0.000000,0.709343,3.886538,0.000000,623.958497,501.522692,36.740726,0.000000,99.742966,0.709343,9.669538,7.804512,128.075279,1.887466,29.350559,0.000000,0.000000,77.283398,6.311317,79.760254,0.000000,245.846769,5.135322,0.526063,2.118065,0.000000,6.990563,3.437326,0.398637,0.000000,0.000000,28.033241,35.566022,90.208858,4.884627,30.549019,94.650951,895.657179,0.000000,0.000000,1.578190,53.546810,0.000000,85.372068,0.000000,33.873822,0.000000,0.849333,0.179310,0.000000,483.501420,0.000000,0.573739,762.116025,0.000000,4.384166,59.232880,0.047812,0.000000,0.000000,0.000000,586.337635,617.942891,297.733612,0.000000,3.646356,0.000000,1.860665,129.249751,0.928679,0.000000,0.000000,0.000000,3.829024,0.000000,8.259992,0.000000,210.407568,4.097295,0.407433,0.344166,476.383198,0.000000,193.734035,8.363568,0.172628,30.642512,4.174702,0.000000,0.344500,12.582489,5.755098,4083.385047,0.000000,0.710060,1.444444,0.000000,6.549696,0.000000,1.331117,0.338578,1.140739
2024-07,6.500000,76.507865,0.000000,0.406084,0.261837,0.000000,5.186734,3.866095,0.000000,3.966313,0.000000,13.938435,18.455554,8.653118,0.000000,1.026651,4.613889,0.000000,642.399968,871.364039,37.159332,0.000000,134.969792,1.026651,17.164047,8.367166,100.630374,1.254866,59.104716,0.000000,0.000000,90.513589,8.343394,68.593496,1.016364,228.331717,5.405783,0.246221,1.538134,0.000000,2.383579,0.700868,0.978497,0.000000,0.000000,19.610304,12.724011,150.094553,13.209641,25.470249,117.002112,3340.021417,0.000000,0.000000,0.738662,104.044064,0.000000,9.191511,0.000000,20.148046,0.000000,1.105000,0.493865,0.000000,443.904506,0.000000,4.939621,736.263991,0.000000,3.046104,43.823875,0.411635,0.866667,0.000000,0.000000,516.337033,1276.338741,437.963171,0.000000,0.264016,0.000000,2.341637,56.117818,3.237157,0.000000,0.000000,0.000000,1.061268,0.216667,7.861803,0.000000,283.252421,16.824548,0.387202,0.327575,442.483541,0.568750,270.300506,3.720457,7.875963,8.521059,7.674968,0.000000,0.650000,14.412396,32.563875,6030.918832,0.000000,0.706470,2.628013,0.000000,4.498101,0.000000,2.745293,0.192134,0.566715
