,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe,Latvia,Fiji,Montenegro,Slovakia,Finland,Taiwan,Cuba,Costa Rica,Ireland,Switzerland,Iceland,Czechia,Portugal,Fr. S. Antarctic Lands,Slovenia,N. Cyprus,Timor-Leste,Malawi,Chile,Japan,Greenland,South Korea,Turkmenistan,Norway,Denmark,Belarus,Estonia,Eq. Guinea,Vanuatu,Kosovo,Cyprus,Brunei,Bahamas,Solomon Is.,Puerto Rico,Uruguay,Oman,Luxembourg,Suriname,Hungary,Gabon,New Zealand,Bulgaria,Vietnam,Somaliland,New Caledonia,North Korea,Kazakhstan,Mongolia,W. Sahara,Falkland Is.,Greece,Belize,Palestine,Lithuania
2025-05-31,34.463271,0.000000,0.543364,0.049352,0.000000,0.000000,0.000000,0.000000,0.254320,0.000000,33.231009,0.063580,17.453463,0.000000,0.000000,0.000000,0.000000,119.376920,272.438309,7.303661,0.109655,47.337312,0.000000,9.171232,48.036120,0.000000,202.059699,0.000000,0.000000,0.000000,0.000000,978.197777,11.533969,0.000000,0.000000,0.000000,301.021735,0.426180,0.000000,0.000000,0.054352,0.981235,1.955362,0.000000,0.000000,0.000000,164.679752,7.550943,76.929232,14.943785,17.329885,18.191196,1003.600390,0.000000,0.000000,1.560000,0.181917,12.801614,0.750892,0.000000,0.000000,0.000000,70.865467,0.000000,0.780000,0.908796,0.000000,0.253008,153.008849,0.000000,0.044933,401.972310,0.000000,0.383792,120.935915,288.319315,0.000000,0.024155,0.000000,0.000000,84.229931,368.491256,0.000000,364.342593,0.000000,4.082704,0.000000,0.012077,16.238401,0.000000,0.000000,0.000000,864.934652,0.274137,0.060387,0.000000,0.000000,0.028054,0.000000,326.358389,19.669081,51.398764,0.000000,0.000000,769.839600,1.070202,646.230000,0.445059,3.023704,6.856872,11.859221,0.388242,0.000000,3.658722,0.627250,5698.575325,0.000000,0.000000,0.034618,0.054827,1.947735,133.205440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-06-30,23.083081,0.000000,0.155940,0.010781,0.000000,0.000000,0.000000,0.000000,0.086216,0.000000,30.246973,0.021554,21.810014,0.000000,0.000000,0.000000,0.000000,115.402316,300.895746,7.470508,0.024605,40.284009,0.000000,0.000000,21.947327,0.000000,87.020126,0.000000,0.000000,0.000000,0.000000,558.711343,8.436351,0.000000,0.000000,0.000000,464.799107,0.602044,0.000000,0.000000,0.028421,0.090627,2.732793,0.000000,0.000000,0.000000,98.883671,2.887774,39.223172,13.909292,10.286441,15.742922,1754.203440,0.000000,0.000000,0.000000,0.086443,8.822591,1.960424,0.000000,0.000000,0.000000,48.530080,0.000000,0.000000,2.136574,0.000000,0.143006,159.566091,0.000000,0.019397,372.796472,0.000000,0.086116,83.073258,273.511806,0.000000,0.021864,0.000000,0.000000,122.503485,477.070435,0.000000,351.825417,0.000000,8.186907,0.000000,0.010932,26.525703,0.000000,0.000000,0.000000,807.929152,0.061511,0.054661,0.000000,0.000000,0.028012,0.000000,226.508843,38.236932,34.089408,0.000000,0.000000,882.733652,0.065657,734.890000,0.150878,0.000000,8.377616,10.124429,0.096285,0.000000,0.212772,0.223167,5557.196104,0.000000,0.000000,0.000000,0.012302,0.893472,121.159725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-31,32.921069,0.000000,0.353943,0.033869,0.000000,0.000000,0.000000,0.000000,0.222161,0.000000,42.048498,0.055540,18.806177,0.000000,0.000000,0.000000,0.000000,117.666533,359.700946,9.652277,0.025813,34.250686,0.000000,0.000000,8.427108,0.000000,168.325240,0.000000,0.000000,0.000000,0.000000,683.975351,6.010222,0.000000,0.000000,0.000000,258.124408,0.704439,0.000000,0.000000,0.039073,1.528801,2.255818,0.000000,0.000000,0.000000,65.256930,1.313260,69.808829,6.432186,18.862534,15.715165,2212.767033,0.000000,0.000000,0.000000,0.039740,9.332500,0.178713,0.000000,0.000000,0.000000,87.827049,0.000000,0.780000,0.000000,0.000000,0.325771,151.507789,0.000000,0.013499,458.641786,0.000000,0.090347,55.343844,261.134491,0.000000,0.025232,0.000000,0.000000,68.175413,204.321691,0.000000,334.311342,0.000000,10.648394,0.000000,0.012616,21.931945,0.000000,0.000000,0.000000,458.244316,0.064534,0.063079,0.000000,0.000000,0.022861,0.000000,436.098797,18.770674,42.964673,0.000000,0.000000,1202.328408,0.551515,321.143333,0.388781,1.560000,8.480490,13.159136,0.071586,0.000000,0.498184,0.897000,7904.270130,0.000000,0.000000,0.011404,0.012907,1.516766,81.355464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-08-31,22.441671,0.000000,0.590295,0.025527,0.000000,0.000000,0.000000,0.000000,0.095254,0.000000,37.519003,0.023813,14.128296,0.000000,0.000000,0.000000,0.000000,113.755594,280.313108,9.365582,0.091198,45.036205,0.000000,0.000000,0.000000,0.000000,110.962918,0.000000,0.000000,0.000000,0.000000,732.894087,8.678314,0.000000,0.000000,0.000000,425.649467,0.505604,0.000000,0.000000,0.057969,2.219882,1.764684,0.000000,0.000000,0.000000,70.652091,2.088352,61.825326,2.647866,10.417071,9.908432,2651.293732,0.000000,0.000000,0.780000,0.028970,8.839513,1.293851,0.000000,0.000000,0.000000,67.193036,0.000000,0.260000,0.857639,0.000000,0.236700,160.411304,0.000000,0.015225,402.312133,0.000000,0.319191,107.533727,257.019185,0.000000,0.013566,0.000000,0.000000,146.843922,204.501111,0.000000,288.360954,0.000000,2.124507,0.000000,0.006783,16.778687,0.000000,0.000000,0.000000,742.965288,0.227994,0.033915,0.000000,0.000000,0.044752,0.000000,470.873369,4.680107,27.984883,0.000000,0.000000,972.680366,4.773232,217.706667,0.166694,0.520000,5.170930,9.437020,0.148882,0.000000,0.988636,0.580667,5166.166234,0.000000,0.000000,0.000000,0.045599,0.425208,60.431117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-09-30,11.711173,0.000000,0.332580,0.026016,0.000000,0.000000,0.000000,0.000000,0.105000,0.000000,51.432626,0.026250,19.272465,0.000000,0.000000,0.000000,0.000000,117.910440,242.922579,7.539157,0.046833,36.208852,0.000000,0.000000,32.677380,0.000000,138.933448,0.000000,0.000000,0.000000,0.000000,996.895135,19.781021,0.000000,0.000000,0.000000,305.519812,0.063942,0.000000,0.000000,0.067422,0.322707,3.487585,0.000000,0.000000,0.000000,121.005486,3.051247,70.936451,12.930843,15.817994,30.089783,1442.624230,0.000000,0.000000,0.780000,0.052075,15.719425,1.856610,0.000000,0.000000,0.000000,56.081496,0.000000,0.000000,0.218171,0.000000,0.000000,139.720570,0.000000,0.047282,404.137756,0.000000,0.163915,83.875137,236.321324,0.000000,0.028756,0.000000,0.000000,86.762443,99.360821,0.000000,272.199732,0.000000,2.046423,0.000000,0.014378,22.199751,0.000000,0.000000,0.000000,500.821469,0.117082,0.071890,0.000000,0.000000,0.042521,0.000000,580.354008,14.419572,39.411804,0.000000,0.000000,991.023531,0.650000,398.310370,0.183750,0.260000,8.987772,9.101276,0.112304,0.000000,0.991237,1.174333,5213.143506,0.000000,0.000000,0.000611,0.023416,0.945106,11.765407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-10-31,10.931801,0.000000,0.151255,0.028797,0.000000,0.000000,0.000000,0.000000,0.090045,0.000000,28.733259,0.022511,17.795516,0.000000,0.000000,0.000000,0.000000,105.659879,258.490851,6.816971,0.027912,39.902577,0.000000,0.000000,67.152856,0.000000,206.636759,0.000000,0.000000,0.000000,0.000000,620.893611,8.329172,0.000000,0.000000,0.000000,404.056830,0.250819,0.000000,0.000000,0.052674,0.915382,2.315398,0.000000,0.000000,0.000000,116.610014,2.932786,67.219067,7.866082,18.636804,21.384936,1841.151163,0.000000,0.000000,0.000000,0.038168,17.697785,1.144561,0.000000,0.000000,0.000000,50.993118,0.000000,0.000000,0.361111,0.000000,0.102477,147.415617,0.000000,0.020257,387.931970,0.000000,0.097693,117.415077,262.237650,0.000000,0.027090,0.000000,0.000000,99.609752,243.181135,0.000000,294.482080,0.000000,6.340056,0.000000,0.013545,13.950802,0.000000,0.000000,0.000000,1375.321941,0.069780,0.067726,0.000000,0.000000,0.025976,0.000000,656.199383,21.222913,27.141954,0.000000,0.000000,904.506358,0.656566,585.481481,0.157578,0.780000,6.248703,11.531739,0.130696,0.000000,0.390044,0.164667,5948.673377,0.000000,0.000000,0.015680,0.013956,2.358583,64.781329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
