,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe,Ireland,Lithuania,Estonia,Cuba,Slovenia,Falkland Is.,Montenegro,Hungary,Switzerland,Greece,Bahamas,Vietnam,Fiji,North Korea,Taiwan,Iceland,Luxembourg,Oman,Turkmenistan,Bulgaria,Vanuatu,Portugal,Latvia,Costa Rica,Japan,New Caledonia,Malawi,Greenland,Belarus,Solomon Is.,Denmark,W. Sahara,Fr. S. Antarctic Lands,Norway,Somaliland,Brunei,Timor-Leste,South Korea,Uruguay,Suriname,Eq. Guinea,Belize,Cyprus,Finland,Slovakia,Chile,Kosovo,Czechia,Mongolia,New Zealand,Palestine,N. Cyprus,Puerto Rico,Gabon,Kazakhstan
2025-06-30,18.320094,0.000000,0.179447,1.150751,0.000000,0.000000,0.000000,0.000000,0.072296,0.000000,12.642185,0.018074,14.129266,0.000000,0.000000,0.000000,0.000000,112.516955,451.906417,13.687725,0.452866,37.403543,0.000000,46.509795,23.454877,0.000000,279.785561,0.000000,0.000000,0.000000,0.000000,609.447676,10.686666,0.000000,0.000000,0.000000,263.264557,0.592846,0.000000,0.000000,0.051092,0.392543,1.389628,0.000000,0.000000,0.000000,87.851373,3.250000,97.241449,20.674873,7.974071,21.442734,1193.056298,0.000000,0.000000,0.128587,0.039111,7.294516,0.750892,0.000000,0.000000,0.221876,64.934903,0.000000,0.314769,0.923112,0.000000,0.173016,166.509403,0.000000,0.000000,361.612638,0.000000,0.131166,87.514857,356.610424,0.000000,0.029923,0.000000,0.000000,109.962712,915.172462,0.000000,368.172330,0.000000,3.276294,0.000000,0.014962,34.939605,0.000000,0.000000,0.000000,594.620841,0.093690,0.074808,0.000000,0.000000,0.126655,0.000000,324.504703,21.651762,36.364308,0.000000,0.000000,1042.992645,1.070202,314.515411,0.126518,1.448224,10.201130,5.097457,0.090396,0.000000,3.658722,0.282034,4368.802535,0.000000,0.000000,0.063328,0.018738,2.750511,188.932035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-31,43.329599,0.000000,0.225540,0.161127,0.000000,0.000000,0.000000,0.000000,0.065777,0.000000,4.639629,0.016444,16.661549,0.000000,0.000000,0.000000,0.000000,123.161078,291.434700,11.663372,0.143506,32.256042,0.000000,47.545403,2.142824,0.000000,95.135575,0.000000,0.000000,0.000000,0.000000,589.908610,37.682921,0.000000,0.000000,0.000000,289.273460,0.535377,0.000000,0.000000,0.011900,1.484755,0.770005,0.000000,0.000000,0.000000,90.958738,0.000000,110.408023,21.162638,8.100946,28.052997,1951.012220,0.000000,0.000000,0.037244,0.043313,11.784749,1.960424,0.000000,0.000000,0.039826,45.431944,0.000000,0.249359,2.044613,0.000000,0.171111,149.210834,0.000000,0.000000,474.006880,0.000000,0.087732,72.140077,276.358468,0.000000,0.027884,0.000000,0.000000,157.270603,739.818502,0.000000,324.386228,0.000000,9.017654,0.000000,0.013942,23.909173,0.000000,0.000000,0.000000,766.796864,0.062666,0.069710,0.000000,0.000000,0.042518,0.000000,301.162414,43.288522,60.863733,0.000000,0.000000,1349.530818,0.065657,337.350000,0.115110,1.241992,6.147188,3.286011,0.068760,0.000000,0.212772,1.300000,4871.646916,0.000000,0.000000,0.021259,0.012533,3.481871,88.417129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-08-31,16.680675,0.000000,0.114910,0.759315,0.000000,0.000000,0.000000,0.000000,0.096677,0.000000,9.229778,0.024169,10.292805,0.000000,0.000000,0.000000,0.000000,117.449261,370.762687,13.425150,0.182919,35.354166,0.000000,97.434255,6.330249,0.000000,166.161242,0.000000,0.000000,0.000000,0.000000,727.195656,23.020833,0.000000,0.000000,0.000000,270.141700,0.544439,0.000000,0.000000,0.071912,1.987991,0.468085,0.000000,0.000000,0.000000,114.076963,1.083333,124.082508,12.578527,13.175545,35.172824,1180.528953,0.000000,0.000000,0.001927,0.023056,8.441702,0.178713,0.000000,0.000000,0.157444,54.576376,0.000000,0.207742,1.856804,0.000000,0.016667,169.824823,0.000000,0.000000,455.111157,0.000000,0.075191,139.016914,347.445655,0.000000,0.025332,0.000000,0.000000,349.268413,558.445943,0.000000,282.163117,0.000000,3.961042,0.000000,0.012666,20.014785,0.000000,0.000000,0.000000,426.156404,0.053708,0.063330,0.000000,0.000000,0.036530,0.000000,295.804783,11.129530,15.902860,0.000000,0.000000,1188.984016,0.551515,192.400000,0.169184,0.407374,4.271854,6.011762,0.047721,0.000000,0.274046,1.197542,5595.756885,0.000000,0.000000,0.018265,0.010742,2.920451,132.076630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-09-30,21.175524,0.000000,0.349545,0.515688,0.000000,0.000000,0.000000,0.000000,0.111693,0.000000,5.815208,0.027923,10.923122,0.000000,0.000000,0.000000,0.000000,120.662266,306.539812,12.745437,0.189349,35.205200,0.000000,45.570387,7.167978,0.000000,79.180559,0.000000,0.000000,0.000000,0.000000,607.137289,46.925244,0.000000,0.000000,0.000000,333.131796,0.538937,0.000000,0.000000,0.024348,0.365030,2.006084,0.000000,0.000000,0.000000,84.004880,0.000000,117.623350,14.632800,10.800942,26.729427,970.517804,0.000000,0.000000,0.068654,0.129567,13.153644,1.348018,0.000000,0.000000,0.042087,70.700860,0.000000,0.220700,4.972671,0.000000,0.079545,147.325744,0.000000,0.000000,378.777155,0.000000,0.056359,127.028453,296.632982,0.000000,0.041002,0.000000,0.000000,220.557853,567.698524,0.000000,249.609303,0.000000,6.377319,0.000000,0.020501,23.616739,0.000000,0.000000,0.000000,850.624167,0.040257,0.102505,0.000000,0.000000,0.116788,0.000000,247.548060,2.847576,39.064916,0.000000,0.000000,1039.847883,4.773232,198.356849,0.195464,0.772242,1.722095,5.479096,0.121022,0.000000,1.212774,0.148729,4834.029371,0.000000,0.000000,0.058394,0.008051,3.981864,184.506706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-10-31,28.811607,0.000000,0.020202,0.444848,0.000000,0.000000,0.000000,0.000000,0.230830,0.000000,14.511996,0.057707,6.738158,0.000000,0.000000,0.000000,0.000000,116.488832,279.923506,17.525721,0.319028,37.085310,0.000000,42.995327,15.263378,0.000000,78.531183,0.000000,0.000000,0.000000,0.000000,1016.861846,22.252024,0.000000,0.000000,0.000000,221.372443,0.090609,0.000000,0.000000,0.051613,1.799338,1.097242,0.000000,0.000000,0.000000,92.613340,0.000000,70.428629,9.456026,11.133848,18.124304,1182.757902,0.000000,0.000000,0.081807,0.057553,18.551535,2.452443,0.000000,0.000000,0.102029,59.428500,0.000000,0.165404,1.748309,0.000000,0.176768,143.408472,0.000000,0.000000,349.040967,0.000000,0.084559,83.538054,312.353612,0.000000,0.035276,0.000000,0.000000,287.500455,611.479350,0.000000,262.527354,0.000000,2.144692,0.000000,0.017638,19.093526,0.000000,0.000000,0.000000,959.061241,0.060399,0.088190,0.000000,0.000000,0.046247,0.000000,302.000190,27.131185,29.746926,0.000000,0.000000,1336.590777,0.650000,399.235046,0.403952,0.709309,3.329168,4.549729,0.140571,0.000000,0.991237,0.318559,5087.306763,0.000000,0.000000,0.023123,0.012080,4.952840,158.683145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-11-30,0.000000,0.000000,0.163567,0.081896,0.000000,0.000000,0.000000,0.000000,0.105514,0.000000,10.986635,0.026378,5.454512,0.000000,0.000000,0.000000,0.000000,122.130785,148.625038,11.098235,0.192209,40.962704,0.000000,45.254731,43.175685,0.000000,146.333309,0.000000,0.000000,0.000000,0.000000,552.686410,29.553273,0.000000,0.000000,0.000000,251.264216,0.250819,0.000000,0.000000,0.023198,1.457123,0.841733,0.000000,0.000000,0.000000,59.935321,2.166667,102.014881,9.571608,14.045997,28.751931,1491.803471,0.000000,0.000000,0.137365,0.065188,15.322524,1.252895,0.000000,0.000000,0.136390,39.230119,0.000000,0.234102,2.574393,0.000000,0.200063,172.861075,0.000000,0.000000,403.236548,0.000000,0.369692,126.143654,283.725375,0.000000,0.017057,0.000000,0.000000,134.749623,368.574535,0.000000,227.221155,0.000000,2.926216,0.000000,0.008529,18.156266,0.000000,0.000000,0.000000,1107.254539,0.264066,0.042644,0.000000,0.000000,0.040231,0.000000,175.348169,10.020229,36.858350,0.000000,0.000000,707.220829,0.656566,380.371689,0.184649,0.276739,3.889400,5.967885,0.044572,0.000000,0.390044,1.398051,5515.763060,0.000000,0.000000,0.020116,0.052813,4.013948,154.998778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
