,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Macedonia,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe,Denmark,Gabon,Kosovo,Vietnam,Ireland,Belize,Costa Rica,Taiwan,Estonia,Lithuania,Finland,New Zealand,Japan,Iceland,Czechia,Luxembourg,W. Sahara,Slovenia,Cyprus,Eq. Guinea,Falkland Is.,Malawi,Solomon Is.,Hungary,Palestine,Fr. S. Antarctic Lands,Greece,Mongolia,Fiji,Vanuatu,N. Cyprus,Greenland,Belarus,Bahamas,Uruguay,Timor-Leste,Turkmenistan,Switzerland,Brunei,Puerto Rico,Norway,Slovakia,Bulgaria,Somaliland,Portugal,South Korea,Latvia,Kazakhstan,New Caledonia,North Korea,Cuba,Suriname
2024-04-30,17.481374,0.000000,0.073766,0.479941,0.018822,0.636364,0.000000,0.000000,8.326028,0.000000,5.377475,0.014251,0.860233,0.000000,0.000000,0.007126,0.000000,115.475827,247.896313,3.846261,0.000000,46.730203,0.000000,33.702246,12.224074,0.037034,34.893183,0.036239,1.148066,0.000000,0.077849,179.034092,8.285455,0.671556,0.000000,0.009633,198.905590,0.928562,0.000000,0.037034,0.000000,0.198410,0.057004,2.556872,0.000000,0.000000,6.064149,0.648184,21.304734,4.863413,5.064380,35.224869,1916.572615,0.000000,0.079222,0.000000,0.000000,12.709206,0.170927,0.000000,0.000000,0.000000,12.769910,0.000000,0.258862,0.034194,0.000000,0.000000,0.038925,141.225000,0.000000,0.000000,210.332500,0.000000,0.144956,23.460085,151.256757,0.000000,0.000000,0.000000,0.000000,73.833820,428.638764,85.163970,0.000000,3.327723,0.000000,0.221298,14.122054,0.000000,0.000000,0.000000,17.389875,0.000000,0.656250,0.000000,0.000000,0.888826,0.000000,229.926022,2.479064,10.354530,0.000000,0.037034,92.566905,1.027297,216.841494,0.000000,0.000000,1.462070,1.816848,0.000000,0.115677,1.019570,4.216146,940.789666,0.000000,0.000000,0.004705,0.000000,6.711046,26.576076,0.000000,0.037034,0.000000,0.000000,0.000000,0.000000,0.036239,0.083167,0.201964,0.077849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-05-31,23.696542,0.000000,0.018221,0.461634,0.011779,0.000000,0.000000,0.000000,6.177831,0.000000,3.492051,0.020659,2.620873,0.000000,0.000000,0.010329,0.000000,101.970561,165.183730,0.932831,0.000000,24.994040,0.000000,36.335813,13.287037,0.014834,47.164508,0.009801,0.459839,0.000000,0.027179,148.357009,13.809091,0.959326,0.000000,0.008209,221.090756,2.369573,0.000000,0.014834,0.000000,0.322800,0.082635,1.360028,0.000000,0.000000,3.793960,0.312007,33.472577,1.929475,5.138589,42.408741,1604.526799,0.000000,0.020222,0.000000,0.000000,4.870894,0.286158,0.000000,0.000000,0.000000,23.045847,0.000000,0.123464,0.006342,0.000000,0.000000,0.013590,100.170000,0.000000,0.000000,269.927500,0.000000,0.039202,22.745462,142.137838,0.000000,0.000000,0.000000,0.000000,16.264656,251.266343,75.001752,0.000000,2.215362,0.000000,0.054662,31.646739,0.000000,0.000000,0.000000,35.516822,0.000000,0.218750,0.388889,0.000000,0.356005,0.000000,90.702414,1.911254,1.150721,0.000000,0.014834,236.735179,1.471462,185.392184,0.000000,0.000000,2.465893,1.203613,0.000000,0.032315,3.981715,3.105299,1172.606662,0.000000,0.000000,0.002945,0.000000,4.271143,38.521317,0.000000,0.014834,0.000000,0.000000,0.000000,0.000000,0.009801,0.194064,0.186191,0.027179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-06-30,6.303316,0.000000,0.059637,0.463140,0.029379,0.000000,0.000000,0.000000,12.213241,0.000000,4.184909,0.009521,0.616572,0.000000,0.000000,0.004761,0.000000,121.558237,303.004403,15.224588,0.000000,33.116723,0.000000,21.792176,14.704321,0.004689,45.028667,0.024905,0.145344,0.000000,0.016544,155.517903,4.866061,0.593189,0.000000,0.026430,207.927613,2.360666,0.000000,0.004689,0.000000,0.000000,0.038086,0.656498,0.000000,0.000000,2.911131,0.771888,32.269492,2.411639,2.564502,16.099082,1226.726149,0.000000,0.005833,0.000000,0.000000,5.345112,0.705540,0.000000,0.000000,0.000000,13.445647,0.000000,0.052386,0.005709,0.000000,0.000000,0.008272,71.610000,0.000000,0.000000,235.562500,0.000000,0.099620,14.563117,132.304787,0.000000,0.000000,0.000000,0.000000,55.334714,209.707314,66.254339,0.000000,1.275804,0.000000,0.178912,32.132366,0.000000,0.000000,0.000000,35.783956,0.000000,0.437500,0.388889,0.000000,0.112524,0.000000,135.941283,3.596507,12.329300,0.000000,0.004689,245.591195,1.697239,157.599770,0.000000,0.000000,2.142195,4.941141,0.000000,0.016539,4.494324,1.201373,878.001822,0.000000,0.000000,0.007345,0.000000,4.134617,47.180500,0.000000,0.004689,0.000000,0.000000,0.000000,0.000000,0.024905,0.190234,0.104530,0.016544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-07-31,10.011232,0.000000,0.033842,0.421206,0.016427,0.000000,0.000000,0.000000,1.612969,0.000000,5.006345,0.020369,5.398157,0.000000,0.000000,0.010185,0.000000,129.944332,172.741820,6.632713,0.000000,46.079421,0.000000,13.797965,20.550617,0.006848,39.492266,0.021047,0.212302,0.000000,0.054461,156.925685,1.977865,0.677480,0.000000,0.012209,90.463432,0.532399,0.000000,0.006848,0.000000,0.259897,0.081477,0.627303,0.000000,0.000000,9.895957,1.597966,32.971663,2.851434,4.072864,40.540035,618.072182,0.000000,0.000000,0.000000,0.000000,14.071873,0.793114,0.000000,0.000000,0.000000,12.391238,0.000000,0.090277,0.024669,0.000000,0.000000,0.027230,93.030000,0.000000,0.000000,233.605000,0.000000,0.084187,13.697294,155.610217,0.000000,0.000000,0.000000,0.000000,44.253460,500.704519,92.465005,0.000000,1.946628,0.000000,0.101526,17.188556,0.000000,0.000000,0.000000,57.002025,0.000000,0.000000,0.388889,0.000000,0.164363,0.000000,133.061481,0.454733,5.046003,0.000000,0.006848,125.697439,0.550061,149.473333,0.000000,0.000000,1.534977,2.025150,0.000000,0.038801,4.870295,2.427074,934.974905,0.000000,0.000000,0.004107,0.000000,7.230737,31.396616,0.000000,0.006848,0.000000,0.000000,0.000000,0.000000,0.021047,0.231170,0.062560,0.054461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-08-31,12.703121,0.000000,0.067815,0.481721,0.028923,0.127273,0.000000,0.000000,13.691605,0.000000,4.884567,0.020200,12.651964,0.000000,0.000000,0.010100,0.000000,160.074563,236.453311,11.478692,0.000000,29.292366,0.000000,37.600198,18.956173,0.011318,35.828753,0.018703,0.350849,0.000000,0.031513,180.050390,4.046146,0.620218,0.000000,0.014049,141.122749,0.000000,0.000000,0.011318,0.000000,0.000000,0.080800,0.846779,0.000000,0.000000,8.730120,1.410975,29.961670,0.771556,3.223498,29.819755,744.582959,0.000000,0.010694,0.000000,0.000000,14.064979,0.890468,0.000000,0.000000,0.000000,8.536626,0.000000,0.218734,0.016325,0.000000,0.000000,0.015757,94.815000,0.000000,0.000000,255.427500,0.000000,0.074812,25.795578,155.816216,0.000000,0.000000,0.000000,0.000000,41.591291,269.720732,56.454221,0.000000,0.875371,0.000000,0.203446,12.964897,0.000000,0.000000,0.000000,39.829128,0.000000,0.656250,0.000000,0.000000,0.271625,0.000000,179.307235,2.349348,12.685362,0.000000,0.011318,251.485764,1.217079,171.089655,0.000000,0.000000,1.638473,4.282705,0.000000,0.018740,3.415969,6.283066,610.180632,0.000000,0.000000,0.007231,0.000000,2.646421,37.387564,0.000000,0.011318,0.000000,0.000000,0.000000,0.000000,0.018703,0.477191,0.088603,0.031513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2024-09-30,10.906885,0.000000,0.027393,0.419422,0.008853,0.000000,0.000000,0.000000,4.694066,0.000000,6.416516,0.014076,4.076123,0.000000,0.000000,0.007038,0.000000,161.456221,186.929070,0.384349,0.000000,42.321257,0.000000,21.396657,20.196296,0.013926,54.284822,0.013693,0.431700,0.000000,0.033372,131.551255,2.838878,0.754945,0.000000,0.007575,162.456750,0.590546,0.000000,0.013926,0.000000,0.000000,0.056304,1.858526,0.000000,0.000000,16.108030,1.009370,46.650900,2.738883,3.892676,24.081469,1534.436835,0.000000,0.007778,0.000000,0.000000,10.836662,0.617010,0.000000,0.000000,0.000000,16.500379,0.000000,0.106682,0.018167,0.000000,0.000000,0.016686,151.935000,0.000000,0.000000,264.997500,0.000000,0.054774,22.407091,225.224373,0.000000,0.000000,0.000000,0.000000,34.323895,147.889657,68.454814,0.000000,3.417859,0.000000,0.082178,17.520546,0.000000,0.000000,0.000000,52.193614,0.000000,0.000000,0.000000,0.000000,0.334219,0.000000,98.073646,7.896367,19.394179,0.000000,0.013926,147.606462,0.040459,125.987931,0.000000,0.000000,3.150309,2.172646,0.000000,0.037089,2.373132,6.232244,859.780021,0.000000,0.000000,0.002213,0.000000,5.065036,49.501007,0.000000,0.013926,0.000000,0.000000,0.000000,0.000000,0.013693,0.165048,0.029856,0.033372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
