date,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Jamaica,Jordan,Kenya,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Rwanda,Saudi Arabia,Senegal,Sierra Leone,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Zambia,Ireland
2025-02,109.355649,0.0,1.434018,1620.699078,1.294811,0.954688,0.0,0.0,382.831246,0.0,126.546858,2.066779,29.590781,0.0,2.610766,0.0,0.0,170.613892,865.274984,15.106284,2.839356,47.396223,0.0,47.889818,49.234631,272.575732,0.560331,0.0,0.0,1.576766,111.82843,0.19619,0.0,0.0,501.922495,1.171169,0.781323,0.779547,2.314527,2.498387,7.065653,0.088567,0.0,0.0,304.801214,0.0,117.914723,10.597751,11.489979,59.372404,4281.252173,0.0,0.97,3.094,91.581218,0.0,0.0,0.0,271.774552,0.0,0.0,0.9152,0.346667,390.717507,0.0,1.405538,741.936579,0.0,0.692694,153.751929,0.0,0.0,0.0,0.0,86.970156,1315.864689,392.724194,0.0,41.85,0.0,6.175,36.354451,0.0,0.0,0.0,0.050193,5.708043,4.323601,1.967959,0.0,145.503383,2.076114,1.414552,0.0,669.809739,2.275,5218.296707,0.0,0.028108,2.933371,10.277737,5.415739,0.6,2.333122,6.730736,7867.902253,0.0,0.0,0.007002,0.805168,1.398463,0.0,1.083895
2025-03,60.574181,0.0,0.211636,0.0,9.138727,2.362674,0.0,0.0,405.784504,0.0,58.458065,3.320288,19.075429,0.0,1.657022,0.0,0.0,228.395427,1185.374655,27.388018,6.582248,57.223316,0.0,61.136579,54.740808,195.673339,1.395769,0.0,0.0,0.921618,69.340407,1.009343,0.0,0.0,1622.873304,1.107325,0.458898,0.46539,4.511527,11.428571,1.364957,0.159376,0.0,0.0,304.483521,6.762232,190.96012,25.526855,30.84051,33.837693,3819.289655,0.0,0.426667,10.14,108.56396,0.0,0.0,0.0,2.891219,0.0,1.109333,0.375395,0.0,366.471013,0.0,5.682148,760.143305,0.0,6.52129,44.656872,0.0,0.0,0.0,0.0,408.650706,1137.865149,437.20381,0.0,126.27,0.0,0.0,28.674504,0.0,0.0,0.0,0.464286,0.856468,1.419685,0.450702,0.0,122.081034,6.015763,0.665505,0.0,1628.727393,0.202879,528.492841,0.0,0.13,9.08033,2.228708,2.50672,0.753571,2.684671,52.003045,8928.15004,0.0,0.0,0.0,0.86619,1.729519,0.0,0.229006
2025-04,34.888943,0.0,0.374303,67.666667,4.00112,1.249887,0.0,0.0,273.715796,0.0,577.079389,2.339101,80.199896,0.0,0.262525,0.0,0.0,202.380848,630.800776,94.548659,2.595998,54.452812,0.0,20.482387,28.63842,382.490106,0.292905,0.0,0.0,0.567134,65.672815,1.747999,0.0,0.0,815.9994,2.968269,0.269131,0.271167,1.973724,1.790476,0.974425,0.235945,0.0,0.0,188.951849,0.46867,274.008766,9.627084,30.672392,47.622785,3287.3015,0.0,2.36,0.0,6.095936,0.0,0.0,0.0,184.914013,0.0,0.086667,1.199158,0.0,369.494179,0.0,0.883956,814.210359,0.0,5.114556,170.701881,0.0,0.0,0.0,0.0,522.681845,1015.101698,348.103302,0.0,126.639474,0.0,7.8,44.646445,0.0,0.0,0.0,0.309524,0.443318,0.588407,0.524185,0.0,166.180449,0.502877,0.310805,0.0,42.073746,0.19697,352.765278,0.0,0.380215,5.749598,3.406775,1.043061,0.814286,1.143756,34.217656,9460.081175,0.0,0.0,0.074686,0.304843,1.98693,0.0,0.077702
2025-05,75.2285,0.0,2.245982,17.651418,2.122777,4.860405,0.0,0.0,436.174986,0.0,148.30922,2.206048,50.719716,0.0,1.504957,0.0,0.0,171.717573,999.05676,17.675794,1.300727,67.52409,0.0,35.350216,68.345088,228.232269,1.544622,0.0,0.0,0.568952,86.917459,1.612671,0.0,0.0,878.162224,1.066392,0.29159,0.285614,1.588061,5.458167,2.734894,0.356296,0.0,0.0,48.679562,0.624,150.352446,30.093207,16.43271,41.739299,8671.791418,0.0,1.785758,6.513,30.733972,0.0,0.0,0.0,277.556989,0.0,0.0,1.081447,0.834889,330.895292,0.0,2.012903,789.944773,0.0,0.449657,105.801989,0.0,0.0,0.0,0.0,57.908025,934.308806,361.350629,0.0,58.86,0.0,1.3,67.062858,0.0,0.0,0.0,0.0,1.183564,14.411143,0.610363,0.0,290.701135,0.79546,0.367232,0.0,150.587178,0.330276,346.320682,0.0,0.0,11.422598,3.919377,1.451395,0.4,10.656893,16.459227,10278.911746,0.0,0.0,0.01167,1.084158,1.575739,0.0,0.237
2025-06,91.599318,0.0,0.394186,321.72695,8.40642,0.181846,0.0,0.0,439.415704,0.0,106.538032,2.537189,234.188418,0.0,3.131752,0.0,0.0,207.653882,909.668636,36.346363,3.774933,66.439517,0.0,281.7929,191.369676,228.765536,0.90607,0.0,0.0,1.357586,72.266217,0.0,0.0,0.0,894.100623,1.713823,0.676817,0.674697,1.920617,2.042857,23.462308,0.115556,0.0,0.0,109.195484,2.752941,147.943454,28.692745,45.771939,38.983596,8522.931381,0.0,0.68,0.52,2.326973,0.0,0.0,0.0,1972.533916,0.0,0.0,1.525179,0.0,337.976937,0.0,1.365,824.470207,0.0,3.511007,97.043829,0.0,0.0,0.0,0.0,125.677107,723.133111,267.416687,0.0,61.65,0.0,0.0,37.894877,0.0,0.0,0.0,0.0,0.825672,0.378465,0.609747,0.0,110.718437,5.243537,0.268304,0.0,259.509603,0.807027,695.435948,0.0,0.0,9.906778,4.427761,1.449003,0.246429,-0.088042,1.452191,13321.702414,0.0,0.0,0.165267,1.284812,4.542812,0.0,0.20985
2025-07,67.864706,0.0,0.5309,4.563788,14.899212,0.228356,0.0,0.0,161.882578,0.0,1528.565911,2.345659,95.209925,0.0,5.146481,0.0,0.0,231.03993,956.279086,15.634511,2.509391,60.058942,0.0,16.964102,182.432347,140.215875,0.859032,0.0,0.0,1.487234,47.681691,0.06303,0.0,0.0,1480.265006,1.670705,0.73794,0.738705,4.401407,0.0,0.662636,0.019259,0.0,0.0,32.531048,0.334764,119.702769,14.321228,67.184476,37.102395,2854.633874,0.0,0.862727,8.97,13.78899,0.0,0.0,0.0,24502.355152,0.0,1.182133,0.192246,0.924444,410.793482,0.0,0.086667,747.720063,0.0,2.921151,50.316746,0.0,0.0,0.0,0.0,50.28394,1616.19861,285.804639,0.0,176.22,0.0,4.55,60.508555,0.0,0.0,0.0,0.606414,1.621193,0.784707,0.507747,0.0,0.700801,2.663118,0.344695,0.0,246.574908,0.998608,542.161542,0.0,15.628108,2.888258,3.041391,1.178022,0.042857,1.694721,16.752876,12847.75358,0.0,0.0,0.501795,2.459308,2.797271,0.0,0.206521
2025-08,169.473507,0.0,0.013376,3.033333,18.20122,0.571704,0.0,0.0,1094.110289,0.0,184.974842,5.603245,78.271821,0.0,5.537167,0.0,0.0,219.647594,637.10318,56.504083,2.898724,70.42879,0.0,74.814155,258.138297,149.586679,2.861438,0.0,0.0,0.185465,39.139463,0.636606,0.0,0.0,839.937833,1.349808,0.091519,0.090624,1.016701,14.318768,12.16809,0.777212,0.0,0.0,81.566278,0.0,159.013924,8.073335,17.85475,150.707182,3223.303798,0.0,0.57,26.416,7.632186,0.0,0.0,0.0,7943.623208,0.0,0.788667,1.0868,0.158889,594.746698,0.0,0.410526,697.248731,0.0,2.344134,62.227785,0.0,0.0,0.0,0.0,57.58003,804.15759,223.145053,0.0,40.5,0.0,2.6,34.92975,0.0,0.0,0.0,0.0,5.431775,4.493926,1.328832,0.0,228.562111,0.338718,0.791385,0.0,509.843707,1.474318,308.18742,0.0,0.0,11.089179,3.94143,22.695502,0.265789,0.326845,6.640903,11950.609252,0.0,0.0,0.0,4.440265,1.11237,0.0,1.037811
2025-09,26.938586,0.0,0.102586,7.284242,18.476382,0.453748,0.0,0.0,1598.242102,0.0,189.98871,6.704993,137.501212,0.0,4.883076,0.0,0.0,233.075021,706.760034,30.587104,3.681802,69.042785,0.0,40.494891,214.768212,167.269496,3.833151,0.0,0.0,0.447994,81.13923,0.0,0.0,0.0,656.618936,1.62305,0.221481,0.218712,3.555007,22.321008,4.200626,0.086667,0.0,0.0,144.119334,0.052349,138.626436,13.86214,11.065255,198.626282,2571.675701,0.0,0.39,0.0,5.552092,0.0,0.0,0.0,17.347312,0.0,0.043333,0.736667,0.807444,608.294668,0.0,0.021667,757.671744,0.0,0.666393,111.1287,0.0,0.0,0.0,0.0,50.397922,980.723828,480.598169,0.0,54.45,0.0,48.1,63.817856,0.0,0.0,0.0,0.0,1.678325,1.089795,0.822688,0.0,139.703015,4.198795,0.566874,0.0,368.534277,0.813555,924.096834,0.0,0.100645,3.362531,6.467273,2.460478,0.315226,0.577071,3.40925,17359.830813,0.0,0.0,0.116697,2.673326,1.522421,0.0,0.274821
2025-10,98.099172,0.0,0.005804,1.530455,25.791364,1.093829,0.0,0.0,1803.990733,0.0,241.617753,7.549177,93.13889,0.0,7.257026,0.0,0.0,242.672628,773.523467,23.926577,15.070377,66.462218,0.0,51.904191,294.541887,182.06753,4.438728,0.0,0.0,0.541935,72.225115,0.031515,0.0,0.0,607.654769,0.637675,0.269047,0.256975,0.702151,76.906559,1.261423,0.473752,0.0,0.0,140.349511,0.052349,125.8369,15.932982,8.532245,46.034171,2187.418981,0.0,0.239091,0.39,16.367886,0.0,0.0,0.0,193.711649,0.0,1.748933,0.060667,0.036111,734.117469,0.0,1.733333,533.435346,0.0,0.87023,32.502729,0.0,0.0,0.0,0.0,38.081356,994.083392,226.943161,0.0,90.0,0.0,379.275,69.759264,0.0,0.0,0.0,0.0,0.072736,0.055659,0.259543,0.0,33.489931,1.33442,0.169293,0.0,896.125204,0.273999,821.231671,0.0,0.0,6.999914,16.23723,0.73223,0.067857,-1.062731,15.643414,10109.633548,0.0,0.0,0.0,1.232679,2.166681,0.0,0.020505
2025-11,107.073187,0.0,3.057321,3.047121,28.883261,0.593319,0.0,0.0,1895.338315,0.0,241.139516,8.712352,55.570571,0.0,10.822376,0.0,0.0,229.210113,562.941712,9.216013,14.558739,51.863892,0.0,93.714997,483.139664,207.974749,4.469788,0.0,0.0,0.561149,71.027855,0.898182,0.0,0.0,611.002888,1.563871,0.277466,0.306234,81.218529,2.228571,0.452718,9.690034,0.0,0.0,215.134211,0.052349,110.572047,11.009742,60.897185,57.607737,1532.956334,0.0,1.66,34.346,32.044546,0.0,0.0,0.0,6008.675134,0.0,0.017333,1.7381,0.876778,653.832804,0.0,0.0,668.138233,0.0,0.03136,183.777181,0.0,0.0,0.0,0.0,51.744237,968.160933,260.828899,0.0,110.842105,0.0,289.575,75.436471,0.0,0.0,0.0,0.201284,0.407514,0.226848,0.455909,0.0,153.30081,7.493132,0.439497,0.0,706.013062,0.116071,275.234825,0.0,0.033548,4.03689,5.355225,1.189222,0.571429,5.566778,5.593537,7534.918182,0.0,0.0,0.009336,0.974575,1.144199,0.0,0.072282
2025-12,44.6481,0.0,0.688941,32.153333,43.716586,0.820287,0.0,0.0,1925.619601,0.0,299.597581,9.822493,58.091762,0.0,1.196247,0.0,0.0,242.084698,572.513571,9.176356,11.772848,49.565087,0.0,203.54469,50.84574,230.196534,5.627891,0.0,0.0,27.301908,50.729192,1.08384,0.0,0.0,559.395957,0.483865,0.172485,13.530949,13.490224,1.052381,1.991133,1.782357,0.0,0.0,126.026478,0.066953,93.894818,8.863381,78.212245,35.761117,6675.771758,0.0,0.33,0.884,28.175364,0.0,0.0,0.0,3109.505645,0.0,1.82,0.611,0.592222,646.050455,0.0,0.0,549.112182,0.0,0.462555,94.200042,0.0,0.0,0.0,0.0,29.45382,2534.817078,250.183091,0.0,40.5,0.0,1.3,45.223113,0.0,0.0,0.0,0.40991,0.252655,0.116899,0.319423,0.0,-28.06475,3.241972,0.254303,0.0,778.951513,0.197321,486.922222,0.0,0.0,4.171278,6.792488,1.388846,1.578571,2.080714,3.814534,8977.246742,0.0,0.0,0.0,1.112198,1.739461,0.0,0.074882
2026-01,52.246037,0.0,0.15662,0.165455,3.83117,0.397771,0.0,0.0,2631.252121,0.0,263.06129,12.910299,112.786717,0.0,1.033795,0.0,0.0,206.821442,939.088843,46.157737,15.50317,75.581559,0.0,56.694779,44.990143,292.899124,6.254282,0.0,0.0,5.272483,63.637656,1.044727,0.0,0.0,437.318285,1.076841,0.822459,2.606439,4.869335,1.20908,1.730951,0.234872,0.0,0.0,58.65043,0.550588,101.379141,10.668504,54.625589,52.365508,1838.378067,0.0,0.21,0.078,17.472263,0.0,0.0,0.0,2240.694444,0.0,0.147333,3.078833,0.13,765.148664,0.0,0.0,1047.443158,0.0,0.219518,62.730015,0.0,0.0,0.0,0.0,28.971336,2261.480288,678.842644,0.0,49.95,0.0,0.0,36.516133,0.0,0.0,0.0,0.347254,0.921479,0.839273,0.462292,0.0,156.895921,3.693804,0.542456,0.0,591.204219,0.000591,509.999939,0.0,0.084324,9.558921,4.416705,1.127808,0.0,3.637646,3.609289,9253.754545,0.0,0.0,0.0,2.186968,1.376933,0.0,0.275425
