lat,lon,v
55.25,36.25,0.21481481001332953
54.75,37.25,0.14320988001094923
51.75,34.75,2.3704283653059974
51.75,37.75,37.43399351090193
51.25,30.75,14.973597122666737
51.25,35.75,18.82572642744829
51.25,37.75,39.743200079227485
50.75,30.75,7.4867985613333685
50.75,31.75,7.4867985613333685
50.75,34.25,37.65145285489658
50.75,34.75,119.49844550325845
50.75,35.25,46.85120572840484
50.75,35.75,18.96342692244798
50.75,36.25,115.32150818749021
50.75,36.75,14.22256983971844
50.75,37.25,210.84354550143084
50.75,37.75,253.23257370355228
50.75,38.25,148.22882644956312
50.75,39.25,127.31462960364297
50.25,23.75,0.4155844179066745
50.25,24.25,0.5454545454545454
50.25,25.75,0.31168831478465686
50.25,30.25,37.43399351090193
50.25,32.25,4.740856730611995
50.25,33.25,27.88778021442704
50.25,34.75,31.792592289702345
50.25,35.25,30.536887079826556
50.25,35.75,132.7439870486657
50.25,36.25,6.275242377227793
50.25,36.75,7.11128491985922
50.25,37.25,202.05689446503916
50.25,37.75,14.973597122666737
50.25,38.25,65.83826642824957
50.25,39.25,43.36605438372741
49.75,24.75,0.1969697041945024
49.75,29.25,7.4867985613333685
49.75,31.75,7.4867985613333685
49.75,32.25,7.11128491985922
49.75,32.75,23.34058672422543
49.75,33.25,49.778997960189976
49.75,33.75,234.67240446805954
49.75,34.25,97.18756315360467
49.75,34.75,37.65145285489658
49.75,35.25,65.53923271720609
49.75,35.75,73.07017907189827
49.75,36.25,215.1680165467163
49.75,36.75,81.85027015845601
49.75,38.75,6.275242377227793
49.75,39.25,114.34120590426028
49.25,23.75,0.03030303120613098
49.25,25.75,0.08080808141014793
49.25,29.25,14.973597122666737
49.25,30.75,52.407592042038836
49.25,31.75,14.973597122666737
49.25,32.25,30.815569629271824
49.25,32.75,66.37199352433285
49.25,33.25,53.683813204523176
49.25,33.75,168.02173684510248
49.25,34.25,149.33699388056993
49.25,34.75,54.51985222597917
49.25,35.25,47.408570827295385
49.25,35.75,7.4867985613333685
49.25,36.25,42.6677109276255
49.25,36.75,89.57488468320419
49.25,37.75,97.32838763544957
49.25,38.25,7.4867985613333685
49.25,23.25,0.6409521079198881
48.75,25.25,0.05194805427031084
48.75,30.25,7.4867985613333685
48.75,30.75,32.91913339018356
48.75,31.25,388.07487426449853
48.75,31.75,560.575857357743
48.75,32.25,107.92498552193865
48.75,32.75,61.07377556812329
48.75,33.25,292.0481581433366
48.75,33.75,28.16646117934336
48.75,35.75,2.3704283653059974
48.75,37.75,7.11128491985922
48.75,38.25,9.48171346122399
48.75,38.75,14.222570191835985
48.75,39.25,13.386527297087014
48.25,30.75,121.97752132111539
48.25,31.25,47.408570827295385
48.25,31.75,97.93859184502314
48.25,32.25,71.67677354308155
48.25,32.75,229.08155535409847
48.25,33.25,44.920792776470385
48.25,34.25,14.973597122666737
48.25,35.25,7.4867985613333685
48.25,36.25,2.3704283653059974
48.25,36.75,29.196166962385178
48.25,38.25,36.682966227953635
48.25,38.75,16.592998381083213
48.25,39.25,33.884340218268335
47.75,30.25,16.592998381083213
47.75,30.75,111.41013721873362
47.75,31.75,45.03814087746044
47.75,32.25,35.55970563056568
47.75,33.25,23.704285413647693
47.75,33.75,16.733979203117393
47.75,34.25,44.920792776470385
47.75,36.25,4.183494800779348
47.75,36.75,7.4867985613333685
47.75,37.75,46.54019262641668
47.25,30.75,11.852142706823846
47.25,31.25,189.63428330918154
47.25,31.75,22.460396388235193
47.25,32.75,23.704285413647693
47.25,33.25,89.79759638853527
47.25,34.75,80.5945675894618
47.25,35.25,9.48171346122399
47.25,35.75,48.526572197054826
47.25,36.75,37.43399351090193
47.25,37.25,72.23085761070251
47.25,37.75,93.11271598143503
47.25,38.25,94.21890732878819
46.75,29.75,23.704285413647693
46.75,31.25,23.00922105216887
46.75,31.75,14.22256983971844
46.75,32.25,4.740856730611995
46.75,32.75,106.25289832397054
46.75,33.25,329.22398206440266
46.75,33.75,126.3310429440268
46.75,34.25,11.294779720638568
46.75,34.75,51.87074465634456
46.75,35.25,69.44076411332935
46.75,35.75,13.94388922691966
46.75,36.25,64.14582666021306
46.75,36.75,142.64537039554367
46.75,37.25,291.982365508525
46.25,31.75,6.275242377227793
46.25,32.25,88.9615571910205
46.25,32.75,54.241172493474245
46.25,33.25,71.11285342400272
46.25,35.75,184.89341777563095
46.25,39.25,29.947194245333474
37.75,33.75,6.011682052630931
37.25,34.75,12.023364404798485
36.75,69.25,0.007323073489325387
36.75,71.25,0.058584587914603095
36.75,71.75,0.018307683723313466
36.75,73.25,0.007323073489325387
36.75,33.75,7.514602865325287
36.75,35.25,3.0058410263154656
36.25,71.25,0.17941529410226004
36.25,71.75,1.503845487322126
36.25,72.25,0.5943650347845895
35.75,68.25,0.0036615367446626934
35.75,68.75,0.007323073489325387
35.75,69.25,0.07769277053219932
35.75,70.25,0.007323073489325387
35.75,71.25,0.15378454753330775
35.75,71.75,0.03661536744662693
35.75,73.25,0.007323073489325387
35.75,36.75,24.121875958517194
35.75,37.75,40.203125
35.25,64.25,0.05434599084158738
