lat,lon,v
55.25,37.75,0.12489233372939958
51.75,29.75,8.366989601558696
51.75,35.75,113.78055871774752
51.75,38.25,10.458736825889597
51.25,30.75,7.4867985613333685
51.25,31.75,217.11716461678347
51.25,37.75,41.13660666439682
50.75,25.25,0.05194805427031084
50.75,31.25,9.48171346122399
50.75,31.75,14.973597122666737
50.75,32.25,7.11128491985922
50.75,32.75,14.973597122666737
50.75,34.75,12.550484754455587
50.75,35.25,126.89168925024569
50.75,35.75,73.21115848546226
50.75,36.25,27.609097136805456
50.75,36.75,79.48640086269006
50.75,37.25,182.94265419027457
50.75,37.75,144.46171522140503
50.75,38.25,311.2506982302293
50.75,23.25,0.08080808141014793
50.25,23.75,0.05194805427031084
50.25,25.25,3.55555551702326
50.25,30.75,14.973597122666737
50.25,32.75,6.275242377227793
50.25,33.25,9.48171346122399
50.25,34.75,94.25977655570023
50.25,35.25,118.66239662251125
50.25,35.75,97.19084488910933
50.25,36.25,143.20928664132953
50.25,36.75,47.54954883238921
50.25,37.25,276.3696625443796
50.25,37.75,2.091747400389674
50.25,38.25,7.11128491985922
49.75,23.75,0.24242424964904785
49.75,24.75,0.6233766295693137
49.75,25.75,0.25064525279131805
49.75,29.25,29.947194245333474
49.75,30.25,37.43399351090193
49.75,30.75,52.407592042038836
49.75,31.75,9.857226926639365
49.75,33.75,16.03563750760319
49.75,34.25,21.33385546381275
49.75,34.75,52.71006664571663
49.75,35.25,276.04354888154194
49.75,35.75,28.44513967943688
49.75,36.25,601.5642366210619
49.75,36.75,122.71147653708856
49.75,38.25,6.275242377227793
49.75,39.25,47.408570827295385
49.25,23.75,0.09090909090909091
49.25,25.25,0.06882707097313621
49.25,30.25,8.366989601558696
49.25,30.75,44.920792776470385
49.25,32.25,41.83494730355839
49.25,32.75,23.704285413647693
49.25,33.25,54.51985222597917
49.25,33.75,212.3680905190607
49.25,34.25,101.92841741939385
49.25,35.25,14.973597122666737
49.25,36.75,231.9665079091986
49.25,38.25,6.275242377227793
49.25,23.25,0.4848484992980957
48.75,25.25,0.09090909090909091
48.75,30.75,4.740856730611995
48.75,31.25,266.2027276394268
48.75,31.75,335.64021212995675
48.75,32.25,99.00390903581865
48.75,32.75,158.28299500700086
48.75,33.25,185.5778047007819
48.75,33.75,96.77446307707578
48.75,34.25,7.4867985613333685
48.75,35.25,67.38119057317576
48.75,35.75,7.4867985613333685
48.75,37.75,37.98281799877683
48.75,38.75,2.091747400389674
48.25,30.75,18.781578281971935
48.25,31.25,58.84760905612105
48.25,31.75,315.5277496059425
48.25,32.25,45.59878102162232
48.25,32.75,76.85436624032445
48.25,33.25,52.407592042038836
48.25,34.25,52.407592042038836
48.25,35.75,22.460396388235193
48.25,37.75,7.4867985613333685
48.25,38.25,245.99722298420966
48.25,38.75,10.458736825889597
48.25,39.25,20.917473651779193
47.75,30.75,18.96342692244798
47.75,31.75,29.947194245333474
47.75,32.25,7.11128491985922
47.75,32.75,17.06534452305641
47.75,33.25,31.942109849459182
47.75,35.25,80.5945675894618
47.75,36.75,14.973597122666737
47.75,37.25,10.458736825889597
47.75,37.75,29.947194245333474
47.75,38.25,85.44734945877765
47.75,38.75,105.27915387786925
47.75,39.25,7.4867985613333685
47.25,30.75,7.4867985613333685
47.25,32.75,54.38543346648415
47.25,34.25,23.009220876110096
47.25,34.75,40.2972837947309
47.25,35.25,16.592998381083213
47.25,35.75,61.63113925854365
47.25,36.75,18.96342692244798
47.25,37.25,35.27774416255609
47.25,37.75,115.79911197256297
47.25,38.25,87.08710522390902
47.25,38.75,35.55642671200136
