lat,lon,v
55.25,36.25,0.04475308875380843
55.25,36.75,0.2327160575185661
51.75,31.75,4.183494800779348
51.75,34.75,31.37621118190388
51.25,30.75,7.4867985613333685
51.25,31.75,7.4867985613333685
51.25,37.75,16.733979203117393
50.75,31.75,7.4867985613333685
50.75,34.75,30.81556822080165
50.75,35.25,21.33385546381275
50.75,36.25,59.959051356340446
50.75,36.75,2.3704283653059974
50.75,37.25,365.89185213297606
50.75,37.75,343.72196539429325
50.75,38.25,203.16833518072963
50.75,39.25,4.183494800779348
50.75,22.75,0.31168831478465686
50.25,23.75,0.05194805427031084
50.25,24.25,0.25974026593295013
50.25,24.75,0.09090909090909091
50.25,31.75,4.183494800779348
50.25,33.25,26.074712546542287
50.25,33.75,28.44513967943688
50.25,34.25,21.33385546381275
50.25,34.75,33.884340218268335
50.25,35.25,13.10784633217069
50.25,35.75,21.33385546381275
50.25,36.25,54.51985222597917
50.25,36.75,66.37199352433285
50.25,37.25,349.15132917743176
50.25,37.75,27.201253118847188
50.25,38.25,29.947194245333474
50.25,39.25,4.740856730611995
49.75,24.25,0.01515151560306549
49.75,25.75,0.10389610854062167
49.75,29.25,7.4867985613333685
49.75,30.25,14.973597122666737
49.75,30.75,74.86798702180386
49.75,31.75,14.973597122666737
49.75,32.75,95.51876262078683
49.75,33.25,7.4867985613333685
49.75,33.75,63.58518457940469
49.75,34.25,58.424667470312365
49.75,35.25,68.1850611922176
49.75,35.75,102.72687845661615
49.75,36.25,270.789481183514
49.75,36.75,35.55642671200136
49.75,38.25,65.12810731586069
49.75,39.25,23.704285413647693
49.75,23.25,0.24242424964904785
49.25,23.75,0.2251082333651456
49.25,25.75,0.11471178314902565
49.25,30.75,7.4867985613333685
49.25,31.25,2.091747400389674
49.25,31.75,2.3704283653059974
49.25,32.25,10.737417966864692
49.25,32.75,62.00665078731254
49.25,33.25,50.949684565265976
49.25,33.75,212.92217845997462
49.25,34.25,113.47283052032192
49.25,35.75,7.4867985613333685
49.25,36.75,87.41847177625944
49.25,23.25,0.24242424964904785
48.75,24.25,0.09090909090909091
48.75,30.25,14.642231978786489
48.75,30.75,61.46110592223704
