lat,lon,v
55.25,37.25,0.07783145609277266
54.75,36.25,0.14417101732558674
51.75,35.75,33.185996762166425
51.75,38.25,41.83494730355839
51.25,29.75,10.458736825889597
51.25,31.75,14.973597122666737
51.25,35.75,22.310879532713443
51.25,37.75,10.458736825889597
50.75,24.25,0.13636363636363635
50.75,32.75,67.38119057317576
50.75,35.25,7.4867985613333685
50.75,35.75,45.03814087746044
50.75,36.25,85.6173838514369
50.75,36.75,90.50249926629476
50.75,37.25,267.02893624330557
50.75,37.75,355.86917978556204
50.75,38.25,65.95889415203905
50.75,39.25,16.592999437435843
50.25,24.25,0.01515151560306549
50.25,32.75,119.7887769813339
50.25,33.25,42.38903119512057
50.25,33.75,2.3704283653059974
50.25,34.25,54.89536938862875
50.25,34.75,197.7324234197537
50.25,35.25,78.22414045656721
50.25,35.75,49.778997960189976
50.25,36.25,193.13582185221216
50.25,36.75,41.83494730355839
50.25,37.25,116.15099148452282
50.25,37.75,71.11285342400272
50.25,38.25,14.22256983971844
50.25,38.75,7.11128491985922
50.25,39.25,7.11128491985922
49.75,25.75,0.0022942357781258497
49.75,29.25,44.920792776470385
49.75,30.25,52.407592042038836
49.75,31.75,14.973597122666737
49.75,32.75,28.263291743195925
49.75,33.25,2.091747400389674
49.75,34.25,119.91811116350193
49.75,34.75,71.11285342400272
49.75,35.25,142.22570684800544
49.75,35.75,108.62332263992478
49.75,36.25,169.56268191337585
49.75,36.75,80.5945675894618
49.75,39.25,229.52500937134027
49.25,23.75,0.0757575739513744
49.25,30.25,7.4867985613333685
49.25,30.75,202.14357171952724
49.25,31.25,12.550484754455587
49.25,31.75,2.091747400389674
49.25,32.25,19.661769674314808
49.25,32.75,136.5176673817138
49.25,33.25,138.239151741378
49.25,33.75,186.7130429285268
49.25,34.25,101.7465751170336
49.25,34.75,7.11128491985922
49.25,35.25,7.4867985613333685
49.25,35.75,14.973597122666737
49.25,36.75,135.4997737337835
49.25,37.75,7.4867985613333685
49.25,39.25,9.48171346122399
49.25,23.25,0.8556149764494463
48.75,25.75,0.0022942357781258497
